,postal_code,cities_es/province
3795,15857,zas/coruna
3796,15858,zas/coruna
3797,15369,carino/coruna
3798,15366,carino/coruna
3799,15365,carino/coruna
3800,15360,carino/coruna
3801,16195,abia_de_la_obispalia/cuenca
3802,16412,el_acebron/cuenca
3803,16214,alarcon/cuenca
3804,16111,albaladejo_del_cuende/cuenca
3805,16841,albalate_de_las_nogueras/cuenca
3806,16812,albendea/cuenca
3807,16620,la_alberca_de_zancara/cuenca
3808,16315,alcala_de_la_vega/cuenca
3810,16464,alcazar_del_rey/cuenca
3811,16537,alcohujate/cuenca
3812,16433,alconchel_de_la_estrella/cuenca
3813,16338,algarra/cuenca
3814,16313,aliaguilla/cuenca
3815,16740,la_almarcha/cuenca
3816,16420,almendros/cuenca
3817,16215,almodovar_del_pinar/cuenca
3818,16431,almonacid_del_marquesado/cuenca
3820,16780,altarejos/cuenca
3822,16141,arcos_de_la_sierra/cuenca
3823,16190,chillaron_de_cuenca/cuenca
3824,16194,chillaron_de_cuenca/cuenca
3825,16191,chillaron_de_cuenca/cuenca
3826,16360,arguisuelas/cuenca
3827,16855,arrancacepas/cuenca
3828,16710,atalaya_del_canavate/cuenca
3829,16460,barajas_de_melo/cuenca
3830,16470,barajas_de_melo/cuenca
3831,16118,barchin_del_hoyo/cuenca
3833,16152,beamud/cuenca
3836,16640,belmonte/cuenca
3837,16779,belmontejo/cuenca
3838,16870,beteta/cuenca
3839,16879,beteta/cuenca
3840,16893,beteta/cuenca
3841,16311,boniches/cuenca
3842,16851,buciegas/cuenca
3843,16114,buenache_de_alarcon/cuenca
3844,16192,buenache_de_la_sierra/cuenca
3845,16512,buendia/cuenca
3846,16210,campillo_de_altobuey/cuenca
3849,16316,campillos_sierra/cuenca
3850,16857,canalejas_del_arroyo/cuenca
3851,16340,canada_del_hoyo/cuenca
3852,16720,canada_juncosa/cuenca
3853,16890,canamares/cuenca
3854,16738,el_canavate/cuenca
3855,16850,canaveras/cuenca
3857,16300,canete/cuenca
3858,16892,canizares/cuenca
3860,16891,canizares/cuenca
3861,16350,carboneras_de_guadazaon/cuenca
3862,16373,cardenete/cuenca
3865,16649,carrascosa_de_haro/cuenca
3867,16707,casas_de_benitez/cuenca
3868,16610,casas_de_fernando_alonso/cuenca
3870,16708,casas_de_guijarro/cuenca
3871,16611,casas_de_haro/cuenca
3872,16612,casas_de_los_pinos/cuenca
3873,16239,casasimarro/cuenca
3874,16250,castillejo_de_iniesta/cuenca
3876,16854,castillo_albaranez/cuenca
3877,16623,castillo_de_garcimunoz/cuenca
3878,16444,cervera_del_llano/cuenca
3881,16193,cuenca/cuenca
3882,16146,cuenca/cuenca
3883,16003,cuenca/cuenca
3884,16002,cuenca/cuenca
3885,16001,cuenca/cuenca
3887,16004,cuenca/cuenca
3889,16216,chumillas/cuenca
3890,16372,enguidanos/cuenca
3891,16122,fresneda_de_altarejos/cuenca
3892,16781,fresneda_de_altarejos/cuenca
3894,16144,la_frontera/cuenca
3895,16411,fuente_de_pedro_naharro/cuenca
3896,16647,fuentelespino_de_haro/cuenca
3901,16312,garaballa/cuenca
3902,16532,gascuena/cuenca
3903,16339,graja_de_campalbo/cuenca
3904,16251,graja_de_iniesta/cuenca
3906,16290,el_herrumblar/cuenca
3907,16435,la_hinojosa/cuenca
3908,16417,los_hinojosos/cuenca
3909,16441,el_hito/cuenca
3910,16730,honrubia/cuenca
3911,16421,hontanaya/cuenca
3913,16410,horcajo_de_santiago/cuenca
3915,16465,huelves/cuenca
3920,16540,huete/cuenca
3921,16541,huete/cuenca
3922,16550,huete/cuenca
3923,16520,huete/cuenca
3924,16500,huete/cuenca
3925,16521,huete/cuenca
3926,16235,iniesta/cuenca
3927,16236,iniesta/cuenca
3930,16878,lagunaseca/cuenca
3931,16330,landete/cuenca
3933,16237,ledana/cuenca
3934,16461,leganiel/cuenca
3935,16142,las_majadas/cuenca
3936,16143,mariana/cuenca
3937,16147,mariana/cuenca
3939,16650,las_mesas/cuenca
3940,16260,minglanilla/cuenca
3941,16393,mira/cuenca
3943,16434,montalbanejo/cuenca
3944,16440,montalbo/cuenca
3947,16630,mota_del_cuervo/cuenca
3948,16200,motilla_del_palancar/cuenca
3949,16371,narboneta/cuenca
3950,16760,olivares_de_jucar/cuenca
3951,16852,olmeda_de_la_cuesta/cuenca
3954,16853,olmedilla_de_eliz/cuenca
3955,16423,osa_de_la_vega/cuenca
3956,16390,pajaron/cuenca
3958,16160,palomares_del_campo/cuenca
3963,16113,la_parra_de_las_vegas/cuenca
3964,16638,el_pedernoso/cuenca
3965,16660,las_pedroneras/cuenca
3966,16240,el_peral/cuenca
3968,16269,la_pesquera/cuenca
3969,16211,el_picazo/cuenca
3970,16622,pinarejo/cuenca
3973,16522,portalrubio_de_guadamejud/cuenca
3977,16414,pozorrubio_de_santiago/cuenca
3979,16800,priego/cuenca
3980,16670,el_provencio/cuenca
3982,16510,el_valle_de_altomira/cuenca
3985,24512,el_valle_de_altomira/leon
3987,16220,quintanar_del_rey/cuenca
3990,16432,rozalen_del_monte/cuenca
3991,16452,rozalen_del_monte/cuenca
3992,16463,saceda_trasierra/cuenca
3993,16430,saelices/cuenca
3994,16317,salinas_del_manzano/cuenca
3995,16813,salmeroncillos/cuenca
3996,16318,salvacanete/cuenca
3997,16600,san_clemente/cuenca
3998,16770,san_lorenzo_de_la_parrilla/cuenca
3999,16370,san_martin_de_boniches/cuenca
4001,16336,santa_cruz_de_moya/cuenca
4003,16621,santa_maria_del_campo_rus/cuenca
4004,16639,santa_maria_de_los_llanos/cuenca
4006,16700,sisante/cuenca
4008,16320,talayuelas/cuenca
4009,16321,talayuelas/cuenca
4010,16400,tarancon/cuenca
4014,16842,torralba/cuenca
4015,16161,torrejoncillo_del_rey/cuenca
4016,16162,torrejoncillo_del_rey/cuenca
4018,16413,torrubia_del_campo/cuenca
4019,16739,torrubia_del_castillo/cuenca
4020,16150,tragacete/cuenca
4021,16422,tresjuncos/cuenca
4031,16100,valverde_de_jucar/cuenca
4033,16709,vara_de_rey/cuenca
4036,16860,villaconejos_de_trabaque/cuenca
4039,16238,villagarcia_del_llano/cuenca
4040,16140,villalba_de_la_sierra/cuenca
4041,16535,villalba_del_rey/cuenca
4042,16646,villalgordo_del_marquesado/cuenca
4043,16270,villalpardo/cuenca
4044,16415,villamayor_de_santiago/cuenca
4046,16230,villanueva_de_la_jara/cuenca
4051,16840,villar_de_domingo_garcia/cuenca
4052,16648,villar_de_la_encina/cuenca
4056,16196,villar_de_olalla/cuenca
4059,16771,villarejo_periesteban/cuenca
4060,16442,villares_del_saz/cuenca
4062,16280,villarta/cuenca
4063,16843,villas_de_la_ventosa/cuenca
4073,16555,campos_del_paraiso/cuenca
4076,16120,las_valeras/cuenca
4080,16123,arcas/cuenca
4082,16212,pozorrubielos_de_la_mancha/cuenca
4085,16145,sotorribas/cuenca
4086,16542,villar_y_velasco/cuenca
4087,17707,agullana/girona
4088,17181,aiguaviva/girona
4089,17733,albanya/girona
4090,17734,albanya/girona
4091,17136,albons/girona
4092,17469,el_far_d'emporda/girona
4093,17537,alp/girona
4094,17538,alp/girona
4095,17170,amer/girona
4096,17160,angles/girona
4097,17401,arbucies/girona
4098,17402,arbucies/girona
4099,17853,argelaguer/girona
4100,17472,l'armentera/girona
4101,17742,avinyonet_de_puigventos/girona
4102,17213,begur/girona
4103,17255,begur/girona
4105,17820,banyoles/girona
4106,17468,bascara/girona
4107,17483,bascara/girona
4108,17141,bellcaire_d'emporda/girona
4109,17850,besalu/girona
4110,17162,bescano/girona
4112,17182,bescano/girona
4113,17851,beuda/girona
4115,17100,la_bisbal_d'emporda/girona
4116,17300,blanes/girona
4117,17539,bolvir/girona
4118,17462,bordils/girona
4119,17700,borrassa/girona
4120,17770,borrassa/girona
4121,17400,breda/girona
4122,17441,brunyola/girona
4123,17723,boadella_i_les_escaules/girona
4124,17746,cabanelles/girona
4125,17747,cabanelles/girona
4126,17488,cadaques/girona
4127,17456,caldes_de_malavella/girona
4128,17455,caldes_de_malavella/girona
4129,17251,calonge/girona
4130,17252,calonge/girona
4131,17834,camos/girona
4132,17854,camos/girona
4133,17530,campdevanol/girona
4134,17531,campdevanol/girona
4135,17534,campelles/girona
4136,17459,campllong/girona
4137,17867,camprodon/girona
4138,17199,canet_d'adri/girona
4139,17708,cantallops/girona
4140,17750,capmany/girona
4142,17244,cassa_de_la_selva/girona
4143,17856,castellfollit_de_la_roca/girona
4144,17486,castello_d'empuries/girona
4145,17487,castello_d'empuries/girona
4146,17248,castell_platja_d'aro/girona
4147,17249,castell_platja_d'aro/girona
4148,17250,castell_platja_d'aro/girona
4149,17460,celra/girona
4150,17464,cervia_de_ter/girona
4151,17741,cistella/girona
4153,17496,colera/girona
4154,17144,colomers/girona
4155,17844,cornella_del_terri/girona
4156,17121,corca/girona
4157,17832,crespia/girona
4158,17722,darnius/girona
4160,17130,l'escala/girona
4161,17405,espinelves/girona
4162,17753,espolla/girona
4164,17484,figueres/girona
4165,17600,figueres/girona
4166,17463,flaca/girona
4167,17132,foixa/girona
4168,17133,foixa/girona
4171,17257,fontanilles/girona
4172,17833,fontcoberta/girona
4173,17458,fornells_de_la_selva/girona
4175,17476,garrigas/girona
4176,17466,garrigoles/girona
4177,17780,garriguella/girona
4179,17001,girona/girona
4180,17002,girona/girona
4181,17003,girona/girona
4182,17004,girona/girona
4183,17005,girona/girona
4184,17006,girona/girona
4185,17007,girona/girona
4186,17461,girona/girona
4189,17528,guils_de_cerdanya/girona
4190,17450,hostalric/girona
4192,17143,jafre/girona
4194,17709,la_jonquera/girona
4196,17745,llado/girona
4197,17240,llagostera/girona
4198,17243,llambilles/girona
4199,17869,llanars/girona
4200,17490,llanca/girona
4201,17730,llers/girona
4202,17527,llivia/girona
4203,17310,lloret_de_mar/girona
4204,17430,lloret_de_mar/girona
4205,17512,les_llosses/girona
4206,17513,les_llosses/girona
4207,17532,les_llosses/girona
4211,17762,masarac/girona
4212,17763,masarac/girona
4213,17452,massanes/girona
4214,17721,macanet_de_cabrenys/girona
4215,17720,macanet_de_cabrenys/girona
4216,17412,macanet_de_la_selva/girona
4217,17752,mollet_de_peralada/girona
4218,17868,mollo/girona
4219,17855,montagut_i_oix/girona
4221,17253,mont_ras/girona
4222,17744,navata/girona
4223,17861,ogassa/girona
4224,17800,olot/girona
4225,17810,olot/girona
4226,17812,olot/girona
4227,17772,ordis/girona
4228,17161,osor/girona
4229,17124,palafrugell/girona
4230,17200,palafrugell/girona
4231,17210,palafrugell/girona
4232,17211,palafrugell/girona
4233,17212,palafrugell/girona
4235,17230,palamos/girona
4236,17320,palamos/girona
4238,17495,palau_saverdera/girona
4239,17256,palau_sator/girona
4240,17843,palol_de_revardit/girona
4244,17494,pau/girona
4245,17493,pedret_i_marza/girona
4246,17120,la_pera/girona
4247,17491,peralada/girona
4248,17492,peralada/girona
4249,17172,les_planes_d'hostoles/girona
4250,17173,les_planes_d'hostoles/girona
4251,17535,planoles/girona
4252,17706,pont_de_molins/girona
4253,17773,pontos/girona
4254,17846,porqueres/girona
4256,17497,portbou/girona
4257,17178,les_preses/girona
4258,17489,el_port_de_la_selva/girona
4259,17520,puigcerda/girona
4260,17529,puigcerda/girona
4261,17241,quart/girona
4262,17242,quart/girona
4263,17754,rabos/girona
4264,17755,rabos/girona
4265,17214,regencos/girona
4267,17404,riells_i_viabrea/girona
4268,17500,ripoll/girona
4269,17421,riudarenes/girona
4270,17179,riudaura/girona
4271,17457,riudellots_de_la_selva/girona
4273,17480,roses/girona
4274,17131,rupia/girona
4276,17190,salt/girona
4277,17454,sant_andreu_salou/girona
4278,17751,sant_climent_sescebes/girona
4279,17451,sant_feliu_de_buixalleu/girona
4280,17220,sant_feliu_de_guixols/girona
4282,17174,sant_feliu_de_pallerols/girona
4283,17830,sant_ferriol/girona
4285,17150,sant_gregori/girona
4286,17151,sant_gregori/girona
4287,17164,sant_gregori/girona
4289,17403,sant_hilari_sacalm/girona
4292,17860,sant_joan_de_les_abadesses/girona
4294,17481,sant_julia_de_ramis/girona
4295,17482,sant_julia_de_ramis/girona
4296,17862,vallfogona_de_ripolles/girona
4297,17732,sant_llorenc_de_la_muga/girona
4298,17152,sant_marti_de_llemena/girona
4299,17153,sant_marti_de_llemena/girona
4302,17831,sant_miquel_de_campmajor/girona
4303,17475,sant_miquel_de_fluvia/girona
4304,17467,sant_mori/girona
4306,17864,sant_pau_de_seguries/girona
4307,17470,sant_pere_pescador/girona
4310,17245,santa_cristina_d'aro/girona
4311,17246,santa_cristina_d'aro/girona
4312,17771,santa_llogaia_d'alguema/girona
4313,17154,sant_aniol_de_finestres/girona
4314,17171,sant_aniol_de_finestres/girona
4315,17811,santa_pau/girona
4316,17857,sant_joan_les_fonts/girona
4317,17840,sarria_de_ter/girona
4319,17465,"saus,_camallera_i_llampaies/girona"
4321,17165,la_cellera_de_ter/girona
4322,17166,la_cellera_de_ter/girona
4323,17852,serinya/girona
4326,17410,sils/girona
4327,17420,sils/girona
4331,17134,la_tallada_d'emporda/girona
4332,17731,terrades/girona
4333,17474,torroella_de_fluvia/girona
4335,17140,torroella_de_montgri/girona
4338,17258,torroella_de_montgri/girona
4340,17536,toses/girona
4344,17114,ullastret/girona
4346,17176,la_vall_d'en_bas/girona
4347,17177,la_vall_d'en_bas/girona
4350,17813,la_vall_de_bianya/girona
4351,17858,la_vall_de_bianya/girona
4353,17473,ventallo/girona
4355,17137,ventallo/girona
4357,17142,verges/girona
4358,17515,vidra/girona
4359,17411,vidreres/girona
4360,17760,vilabertran/girona
4361,17180,vilablareix/girona
4366,17406,viladrau/girona
4367,17740,vilafant/girona
4373,17781,vilamaniscle/girona
4375,17743,vilanant/girona
4376,17485,vila_sacra/girona
4379,17183,vilobi_d'onyar/girona
4380,17185,vilobi_d'onyar/girona
4381,17184,vilobi_d'onyar/girona
4383,17116,"cruilles,_monells_i_sant_sadurni_de_l'heura/girona"
4384,17117,"cruilles,_monells_i_sant_sadurni_de_l'heura/girona"
4385,17118,"cruilles,_monells_i_sant_sadurni_de_l'heura/girona"
4388,17110,forallac/girona
4389,17111,forallac/girona
4390,17113,forallac/girona
4392,18132,agron/granada
4393,18250,alamedilla/granada
4394,18520,alamedilla/granada
4395,18220,albolote/granada
4396,18290,albolote/granada
4397,18708,albondon/granada
4398,18518,albunan/granada
4399,18700,albunol/granada
4400,18760,albunol/granada
4401,18770,albunol/granada
4402,18659,albunuelas/granada
4403,18514,aldeire/granada
4404,18179,alfacar/granada
4405,18170,alfacar/granada
4406,18280,algarinejo/granada
4407,18295,algarinejo/granada
4408,18120,alhama_de_granada/granada
4409,18128,alhama_de_granada/granada
4410,18620,alhendin/granada
4411,18538,alicun_de_ortega/granada
4412,18438,almegijar/granada
4413,18690,almunecar/granada
4414,18697,almunecar/granada
4416,18129,arenas_del_rey/granada
4417,18126,arenas_del_rey/granada
4418,18127,arenas_del_rey/granada
4419,18100,armilla/granada
4421,18330,atarfe/granada
4422,18230,atarfe/granada
4423,18800,baza/granada
4424,18860,baza/granada
4425,18184,beas_de_granada/granada
4426,18516,beas_de_guadix/granada
4427,18510,benalua/granada
4428,18566,benalua_de_las_villas/granada
4429,18817,benamaurel/granada
4430,18451,berchules/granada
4431,18412,bubion/granada
4432,18416,busquistar/granada
4434,18440,cadiar/granada
4435,18448,cadiar/granada
4436,18199,cajar/granada
4438,18565,campotejar/granada
4439,18810,caniles/granada
4441,18418,canar/granada
4442,18413,capileira/granada
4443,18410,carataunas/granada
4444,18439,castaras/granada
4445,18818,castillejar/granada
4446,18816,castril/granada
4447,18190,cenes_de_la_vega/granada
4448,18339,cijuela/granada
4450,18211,cogollos_de_la_vega/granada
4451,18564,colomera/granada
4453,18814,cortes_de_baza/granada
4454,18815,cortes_de_baza/granada
4455,18517,cortes_y_graena/granada
4456,18850,cullar/granada
4457,18891,cullar/granada
4458,18859,cullar/granada
4460,18195,cullar_vega/granada
4463,18329,chimeneas/granada
4464,18194,churriana_de_la_vega/granada
4465,18181,darro/granada
4467,18570,deifontes/granada
4468,18180,diezma/granada
4469,18152,dilar/granada
4470,18512,dolar/granada
4471,18192,dudar/granada
4472,18650,durcal/granada
4473,18130,escuzar/granada
4474,18513,ferreira/granada
4475,18515,fonelas/granada
4476,18812,freila/granada
4477,18340,fuente_vaqueros/granada
4478,18840,galera/granada
4480,18540,gobernador/granada
4481,18563,gobernador/granada
4482,18150,gojar/granada
4483,18870,gor/granada
4484,18890,gorafe/granada
4485,18010,granada/granada
4487,18182,granada/granada
4488,18015,granada/granada
4489,18014,granada/granada
4490,18013,granada/granada
4491,18011,granada/granada
4492,18009,granada/granada
4493,18001,granada/granada
4494,18012,granada/granada
4496,18008,granada/granada
4497,18002,granada/granada
4498,18003,granada/granada
4499,18004,granada/granada
4500,18005,granada/granada
4501,18006,granada/granada
4502,18007,granada/granada
4503,18560,guadahortuna/granada
4504,18500,guadix/granada
4506,18519,guadix/granada
4508,18880,guadix/granada
4509,18740,gualchos/granada
4510,18614,gualchos/granada
4511,18160,guejar_sierra/granada
4512,18191,guejar_sierra/granada
4513,18212,guevejar/granada
4516,18830,huescar/granada
4517,18183,huetor_de_santillan/granada
4519,18360,huetor_tajar/granada
4520,18198,huetor_vega/granada
4521,18380,illora/granada
4523,18381,illora/granada
4524,18260,illora/granada
4525,18350,illora/granada
4526,18293,illora/granada
4528,18612,itrabo/granada
4529,18550,iznalloz/granada
4530,18567,iznalloz/granada
4533,18699,jete/granada
4534,18213,jun/granada
4535,18452,juviles/granada
4537,18327,lachar/granada
4538,18328,lachar/granada
4539,18420,lanjaron/granada
4541,18656,lecrin/granada
4542,18657,lecrin/granada
4543,18660,lecrin/granada
4545,18449,lobras/granada
4546,18311,loja/granada
4547,18314,loja/granada
4549,18300,loja/granada
4550,18313,loja/granada
4554,18200,maracena/granada
4556,18247,moclin/granada
4557,18248,moclin/granada
4558,18249,moclin/granada
4559,18611,molvizar/granada
4560,18193,monachil/granada
4561,18196,monachil/granada
4562,18270,montefrio/granada
4563,18561,montejicar/granada
4564,18569,montillana/granada
4565,18370,moraleda_de_zafayona/granada
4567,18600,motril/granada
4568,18613,motril/granada
4571,18720,motril/granada
4572,18730,motril/granada
4573,18490,murtas/granada
4574,18492,murtas/granada
4576,18214,nivar/granada
4577,18151,ogijares/granada
4578,18858,orce/granada
4579,18400,orgiva/granada
4582,18710,orgiva/granada
4583,18698,otivar/granada
4584,18630,villa_de_otura/granada
4585,18640,padul/granada
4586,18411,pampaneira/granada
4587,18530,pedro_martinez/granada
4588,18210,peligros/granada
4592,18240,pinos_puente/granada
4594,18291,pinos_puente/granada
4596,18562,pinar/granada
4597,18568,pinar/granada
4600,18750,polopos/granada
4601,18415,portugos/granada
4602,18820,puebla_de_don_fadrique/granada
4603,18197,pulianas/granada
4609,18711,rubite/granada
4610,18310,salar/granada
4613,18680,salobrena/granada
4614,18610,salobrena/granada
4617,18320,santa_fe/granada
4622,18713,sorvilan/granada
4625,18430,torvizcon/granada
4626,18417,trevelez/granada
4627,18491,turon/granada
4628,18480,ugijar/granada
4630,18494,ugijar/granada
4631,18470,valor/granada
4632,18615,velez_de_benaudalla/granada
4633,18616,velez_de_benaudalla/granada
4634,18670,velez_de_benaudalla/granada
4635,18131,ventas_de_huelma/granada
4636,18539,villanueva_de_las_torres/granada
4637,18369,villanueva_mesia/granada
4640,18140,la_zubia/granada
4641,18811,zujar/granada
4642,18414,la_taha/granada
4644,18658,el_valle/granada
4647,18460,alpujarra_de_la_sierra/granada
4649,18450,alpujarra_de_la_sierra/granada
4652,18110,las_gabias/granada
4654,18511,valle_del_zalabi/granada
4659,18101,vegas_del_genil/granada
4660,18102,vegas_del_genil/granada
4661,18813,cuevas_del_campo/granada
4663,19432,abanades/guadalajara
4664,19442,ablanque/guadalajara
4665,19325,adobes/guadalajara
4666,19490,alaminos/guadalajara
4667,19227,alarilla/guadalajara
4668,19117,albalate_de_zorita/guadalajara
4669,19119,albalate_de_zorita/guadalajara
4670,19112,albares/guadalajara
4671,19275,albendiego/guadalajara
4672,19125,alcocer/guadalajara
4673,19277,alcolea_de_las_penas/guadalajara
4674,19260,alcolea_del_pinar/guadalajara
4675,19261,alcolea_del_pinar/guadalajara
4677,19310,alcoroches/guadalajara
4678,19152,aldeanueva_de_guadalajara/guadalajara
4679,19332,algar_de_mesa/guadalajara
4680,19268,algora/guadalajara
4681,19132,alhondiga/guadalajara
4682,19129,alique/guadalajara
4684,19115,almoguera/guadalajara
4685,19118,almonacid_de_zorita/guadalajara
4687,19133,alocen/guadalajara
4688,19208,alovera/guadalajara
4689,19320,alustante/guadalajara
4691,19245,angon/guadalajara
4693,19283,anguita/guadalajara
4694,19445,anguita/guadalajara
4695,19286,anquela_del_ducado/guadalajara
4696,19287,anquela_del_ducado/guadalajara
4697,19357,anquela_del_pedregal/guadalajara
4698,19141,aranzueque/guadalajara
4699,19237,arbancon/guadalajara
4700,19492,arbeteta/guadalajara
4701,19196,argecilla/guadalajara
4702,19461,armallones/guadalajara
4703,19135,armuna_de_tajuna/guadalajara
4705,19153,atanzon/guadalajara
4706,19270,atienza/guadalajara
4707,19274,atienza/guadalajara
4708,19276,atienza/guadalajara
4710,19130,aunon/guadalajara
4712,19200,azuqueca_de_henares/guadalajara
4713,19295,baides/guadalajara
4714,19390,banos_de_tajo/guadalajara
4718,19278,la_bodera/guadalajara
4720,19400,brihuega/guadalajara
4722,19411,brihuega/guadalajara
4723,19412,brihuega/guadalajara
4724,19413,brihuega/guadalajara
4727,19459,budia/guadalajara
4728,19247,bujalaro/guadalajara
4729,19243,bustares/guadalajara
4730,19171,cabanillas_del_campo/guadalajara
4731,19360,campillo_de_duenas/guadalajara
4732,19223,campillo_de_ranas/guadalajara
4733,19224,campillo_de_ranas/guadalajara
4735,19431,canredondo/guadalajara
4738,19197,canizar/guadalajara
4739,28190,el_cardoso_de_la_sierra/madrid
4740,19184,casa_de_uceda/guadalajara
4741,19170,el_casar/guadalajara
4742,19185,el_casar/guadalajara
4743,19246,casas_de_san_galindo/guadalajara
4745,19294,castejon_de_henares/guadalajara
4746,19328,castellar_de_la_muela/guadalajara
4747,19127,castilforte/guadalajara
4748,19391,castilnuevo/guadalajara
4751,19151,centenera/guadalajara
4753,19429,cifuentes/guadalajara
4756,19420,cifuentes/guadalajara
4759,19285,ciruelos_del_pinar/guadalajara
4760,19443,cobeta/guadalajara
4762,19239,cogolludo/guadalajara
4763,19229,cogolludo/guadalajara
4764,19230,cogolludo/guadalajara
4767,19244,condemios_de_arriba/guadalajara
4770,19292,copernal/guadalajara
4771,19392,corduente/guadalajara
4772,19334,corduente/guadalajara
4773,19341,corduente/guadalajara
4774,19343,corduente/guadalajara
4776,19186,el_cubillo_de_uceda/guadalajara
4780,19160,chiloeches/guadalajara
4781,19190,chiloeches/guadalajara
4782,19128,chillaron_del_rey/guadalajara
4783,19116,driebes/guadalajara
4785,19143,duron/guadalajara
4786,19339,embid/guadalajara
4794,19262,estriegana/guadalajara
4795,19290,fontanar/guadalajara
4798,19182,fuentelahiguera_de_albatages/guadalajara
4799,19144,fuentelencina/guadalajara
4802,19113,fuentenovilla/guadalajara
4804,19192,gajanejos/guadalajara
4805,19174,galapagos/guadalajara
4808,19080,guadalajara/guadalajara
4812,19150,guadalajara/guadalajara
4813,19004,guadalajara/guadalajara
4814,19003,guadalajara/guadalajara
4815,19002,guadalajara/guadalajara
4816,19001,guadalajara/guadalajara
4817,19193,guadalajara/guadalajara
4818,19005,guadalajara/guadalajara
4819,19491,henche/guadalajara
4821,19342,herreria/guadalajara
4822,19242,hiendelaencina/guadalajara
4824,19248,hita/guadalajara
4827,19140,horche/guadalajara
4831,19238,la_huerce/guadalajara
4833,19441,huertahernando/guadalajara
4835,19220,humanes/guadalajara
4836,19226,humanes/guadalajara
4842,19240,jadraque/guadalajara
4847,19142,lupiana/guadalajara
4851,19219,malaga_del_fresno/guadalajara
4855,19280,maranchon/guadalajara
4856,19281,maranchon/guadalajara
4858,19180,marchamalo/guadalajara
4863,19114,mazuecos/guadalajara
4865,19315,megina/guadalajara
4868,19225,la_mierla/guadalajara
4877,19350,molina_de_aragon/guadalajara
4878,19363,molina_de_aragon/guadalajara
4879,19351,molina_de_aragon/guadalajara
4880,19300,molina_de_aragon/guadalajara
4881,19362,molina_de_aragon/guadalajara
4883,19110,mondejar/guadalajara
4892,19444,olmeda_de_cobeta/guadalajara
4894,19266,la_olmeda_de_jadraque/guadalajara
4897,19311,orea/guadalajara
4899,19336,pardos/guadalajara
4900,19269,paredes_de_siguenza/guadalajara
4905,19100,pastrana/guadalajara
4906,19327,el_pedregal/guadalajara
4907,19462,penalen/guadalajara
4908,19134,penalver/guadalajara
4909,19313,peralejos_de_las_truchas/guadalajara
4910,19493,peralveche/guadalajara
4912,19312,pinilla_de_molina/guadalajara
4913,19162,pioz/guadalajara
4916,19326,el_pobo_de_duenas/guadalajara
4917,19463,poveda_de_la_sierra/guadalajara
4920,19161,pozo_de_guadalajara/guadalajara
4923,19352,prados_redondos/guadalajara
4924,19353,prados_redondos/guadalajara
4925,19354,prados_redondos/guadalajara
4929,19209,quer/guadalajara
4932,19145,renera/guadalajara
4936,19340,rillo_de_gallo/guadalajara
4946,19120,sacedon/guadalajara
4948,19126,salmeron/guadalajara
4954,19346,selas/guadalajara
4955,19324,setiles/guadalajara
4961,19267,siguenza/guadalajara
4962,19265,siguenza/guadalajara
4963,19264,siguenza/guadalajara
4964,19263,siguenza/guadalajara
4965,19250,siguenza/guadalajara
4971,19222,tamajon/guadalajara
4975,19314,taravilla/guadalajara
4978,19333,tartanedo/guadalajara
4986,19323,tordesilos/guadalajara
4989,19355,torrecuadrada_de_molina/guadalajara
4997,19345,torremocha_del_pinar/guadalajara
4999,19337,torrubia/guadalajara
5000,19198,tortola_de_henares/guadalajara
5001,19338,tortuera/guadalajara
5005,19450,trillo/guadalajara
5006,19458,trillo/guadalajara
5008,19187,uceda/guadalajara
5028,19460,villanueva_de_alcoron/guadalajara
5038,19139,yebes/guadalajara
5040,19111,yebra/guadalajara
5043,19210,yunquera_de_henares/guadalajara
5044,19361,la_yunta/guadalajara
5045,19495,zaorejas/guadalajara
5051,20269,abaltzisketa/guipuzcoa
5052,20150,aduna/guipuzcoa
5053,20749,aizarnazabal/guipuzcoa
5054,20495,albiztur/guipuzcoa
5055,20260,alegia/guipuzcoa
5056,20494,alkiza/guipuzcoa
5057,20268,altzo/guipuzcoa
5059,20140,andoain/guipuzcoa
5060,20270,anoeta/guipuzcoa
5061,20577,antzuola/guipuzcoa
5062,20248,arama/guipuzcoa
5063,20550,aretxabaleta/guipuzcoa
5064,20159,asteasu/guipuzcoa
5065,20211,ataun/guipuzcoa
5066,20809,aia/guipuzcoa
5067,20810,aia/guipuzcoa
5068,20720,azkoitia/guipuzcoa
5069,20730,azpeitia/guipuzcoa
5070,20200,beasain/guipuzcoa
5071,20739,beizama/guipuzcoa
5072,20491,belauntza/guipuzcoa
5073,20492,berastegi/guipuzcoa
5074,20493,berastegi/guipuzcoa
5076,20496,bidania_goiatz/guipuzcoa
5077,20215,zegama/guipuzcoa
5078,20214,zerain/guipuzcoa
5079,20740,zestoa/guipuzcoa
5082,20820,deba/guipuzcoa
5083,20829,deba/guipuzcoa
5084,20600,eibar/guipuzcoa
5086,20860,elgoibar/guipuzcoa
5087,20870,elgoibar/guipuzcoa
5088,20690,elgeta/guipuzcoa
5089,20530,eskoriatza/guipuzcoa
5090,20540,eskoriatza/guipuzcoa
5091,20218,ezkio_itsaso/guipuzcoa
5092,20709,ezkio_itsaso/guipuzcoa
5093,20280,hondarribia/guipuzcoa
5095,20217,gabiria/guipuzcoa
5096,20808,getaria/guipuzcoa
