,,,,,,,,,,,,,,,,,,
DATA Postal code,Cities ES, Cities, Province ES, Province, Autonomous Community ES, Autonomous Community,Cities ES - Province ES,Cities ES - Province,Cities ES - CCAA ES,Cities ES - CCAA,Cities - Province ES,Cities - Province ES,Cities - Province ES,Cities - Province ES,Province ES - CCAA ES,Province ES - CCAA,Province - CCAA ES,Province - CCAA
13427,Los Cortijos,Los Cortijos,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Los Cortijos/Ciudad Real,Los Cortijos/Ciudad Real,Los Cortijos/Castilla La Mancha,Los Cortijos/Castilla La Mancha,Los Cortijos/Ciudad Real,Los Cortijos/Ciudad Real,Los Cortijos/Castilla La Mancha,Los Cortijos/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13428,Fuente el Fresno,Fuente el Fresno,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Fuente el Fresno/Ciudad Real,Fuente el Fresno/Ciudad Real,Fuente el Fresno/Castilla La Mancha,Fuente el Fresno/Castilla La Mancha,Fuente el Fresno/Ciudad Real,Fuente el Fresno/Ciudad Real,Fuente el Fresno/Castilla La Mancha,Fuente el Fresno/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13429,Malagón,Malagón,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Malagón/Ciudad Real,Malagón/Ciudad Real,Malagón/Castilla La Mancha,Malagón/Castilla La Mancha,Malagón/Ciudad Real,Malagón/Ciudad Real,Malagón/Castilla La Mancha,Malagón/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13430,Cañada de Calatrava,Cañada de Calatrava,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Cañada de Calatrava/Ciudad Real,Cañada de Calatrava/Ciudad Real,Cañada de Calatrava/Castilla La Mancha,Cañada de Calatrava/Castilla La Mancha,Cañada de Calatrava/Ciudad Real,Cañada de Calatrava/Ciudad Real,Cañada de Calatrava/Castilla La Mancha,Cañada de Calatrava/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13431,Villar del Pozo,Villar del Pozo,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Villar del Pozo/Ciudad Real,Villar del Pozo/Ciudad Real,Villar del Pozo/Castilla La Mancha,Villar del Pozo/Castilla La Mancha,Villar del Pozo/Ciudad Real,Villar del Pozo/Ciudad Real,Villar del Pozo/Castilla La Mancha,Villar del Pozo/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13432,Ballesteros de Calatrava,Ballesteros de Calatrava,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Ballesteros de Calatrava/Ciudad Real,Ballesteros de Calatrava/Ciudad Real,Ballesteros de Calatrava/Castilla La Mancha,Ballesteros de Calatrava/Castilla La Mancha,Ballesteros de Calatrava/Ciudad Real,Ballesteros de Calatrava/Ciudad Real,Ballesteros de Calatrava/Castilla La Mancha,Ballesteros de Calatrava/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13440,Argamasilla de Calatrava,Argamasilla de Calatrava,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Argamasilla de Calatrava/Ciudad Real,Argamasilla de Calatrava/Ciudad Real,Argamasilla de Calatrava/Castilla La Mancha,Argamasilla de Calatrava/Castilla La Mancha,Argamasilla de Calatrava/Ciudad Real,Argamasilla de Calatrava/Ciudad Real,Argamasilla de Calatrava/Castilla La Mancha,Argamasilla de Calatrava/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13450,Brazatortas,Brazatortas,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Brazatortas/Ciudad Real,Brazatortas/Ciudad Real,Brazatortas/Castilla La Mancha,Brazatortas/Castilla La Mancha,Brazatortas/Ciudad Real,Brazatortas/Ciudad Real,Brazatortas/Castilla La Mancha,Brazatortas/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13459,Almodóvar del Campo,Almodóvar del Campo,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13460,Almodóvar del Campo,Almodóvar del Campo,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13470,Almodóvar del Campo,Almodóvar del Campo,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13473,Abenójar,Abenójar,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Abenójar/Ciudad Real,Abenójar/Ciudad Real,Abenójar/Castilla La Mancha,Abenójar/Castilla La Mancha,Abenójar/Ciudad Real,Abenójar/Ciudad Real,Abenójar/Castilla La Mancha,Abenójar/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13480,Almadenejos,Almadenejos,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almadenejos/Ciudad Real,Almadenejos/Ciudad Real,Almadenejos/Castilla La Mancha,Almadenejos/Castilla La Mancha,Almadenejos/Ciudad Real,Almadenejos/Ciudad Real,Almadenejos/Castilla La Mancha,Almadenejos/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13490,Guadalmez,Guadalmez,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Guadalmez/Ciudad Real,Guadalmez/Ciudad Real,Guadalmez/Castilla La Mancha,Guadalmez/Castilla La Mancha,Guadalmez/Ciudad Real,Guadalmez/Ciudad Real,Guadalmez/Castilla La Mancha,Guadalmez/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13500,Puertollano,Puertollano,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Puertollano/Ciudad Real,Puertollano/Ciudad Real,Puertollano/Castilla La Mancha,Puertollano/Castilla La Mancha,Puertollano/Ciudad Real,Puertollano/Ciudad Real,Puertollano/Castilla La Mancha,Puertollano/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13580,Almodóvar del Campo,Almodóvar del Campo,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13590,Hinojosas de Calatrava,Hinojosas de Calatrava,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Hinojosas de Calatrava/Ciudad Real,Hinojosas de Calatrava/Ciudad Real,Hinojosas de Calatrava/Castilla La Mancha,Hinojosas de Calatrava/Castilla La Mancha,Hinojosas de Calatrava/Ciudad Real,Hinojosas de Calatrava/Ciudad Real,Hinojosas de Calatrava/Castilla La Mancha,Hinojosas de Calatrava/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13591,Cabezarrubias del Puerto,Cabezarrubias del Puerto,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Cabezarrubias del Puerto/Ciudad Real,Cabezarrubias del Puerto/Ciudad Real,Cabezarrubias del Puerto/Castilla La Mancha,Cabezarrubias del Puerto/Castilla La Mancha,Cabezarrubias del Puerto/Ciudad Real,Cabezarrubias del Puerto/Ciudad Real,Cabezarrubias del Puerto/Castilla La Mancha,Cabezarrubias del Puerto/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13592,Mestanza,Mestanza,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Mestanza/Ciudad Real,Mestanza/Ciudad Real,Mestanza/Castilla La Mancha,Mestanza/Castilla La Mancha,Mestanza/Ciudad Real,Mestanza/Ciudad Real,Mestanza/Castilla La Mancha,Mestanza/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13593,Solana del Pino,Solana del Pino,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Solana del Pino/Ciudad Real,Solana del Pino/Ciudad Real,Solana del Pino/Castilla La Mancha,Solana del Pino/Castilla La Mancha,Solana del Pino/Ciudad Real,Solana del Pino/Ciudad Real,Solana del Pino/Castilla La Mancha,Solana del Pino/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13594,Mestanza,Mestanza,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Mestanza/Ciudad Real,Mestanza/Ciudad Real,Mestanza/Castilla La Mancha,Mestanza/Castilla La Mancha,Mestanza/Ciudad Real,Mestanza/Ciudad Real,Mestanza/Castilla La Mancha,Mestanza/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13595,Villamayor de Calatrava,Villamayor de Calatrava,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Villamayor de Calatrava/Ciudad Real,Villamayor de Calatrava/Ciudad Real,Villamayor de Calatrava/Castilla La Mancha,Villamayor de Calatrava/Castilla La Mancha,Villamayor de Calatrava/Ciudad Real,Villamayor de Calatrava/Ciudad Real,Villamayor de Calatrava/Castilla La Mancha,Villamayor de Calatrava/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13596,Almodóvar del Campo,Almodóvar del Campo,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13597,Puertollano,Puertollano,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Puertollano/Ciudad Real,Puertollano/Ciudad Real,Puertollano/Castilla La Mancha,Puertollano/Castilla La Mancha,Puertollano/Ciudad Real,Puertollano/Ciudad Real,Puertollano/Castilla La Mancha,Puertollano/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13598,Almodóvar del Campo,Almodóvar del Campo,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13600,Alcázar de San Juan,Alcázar de San Juan,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13610,Campo de Criptana,Campo de Criptana,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Campo de Criptana/Ciudad Real,Campo de Criptana/Ciudad Real,Campo de Criptana/Castilla La Mancha,Campo de Criptana/Castilla La Mancha,Campo de Criptana/Ciudad Real,Campo de Criptana/Ciudad Real,Campo de Criptana/Castilla La Mancha,Campo de Criptana/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13619,Arenales de San Gregorio,Arenales de San Gregorio,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Arenales de San Gregorio/Ciudad Real,Arenales de San Gregorio/Ciudad Real,Arenales de San Gregorio/Castilla La Mancha,Arenales de San Gregorio/Castilla La Mancha,Arenales de San Gregorio/Ciudad Real,Arenales de San Gregorio/Ciudad Real,Arenales de San Gregorio/Castilla La Mancha,Arenales de San Gregorio/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13620,Pedro Muñoz,Pedro Muñoz,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Pedro Muñoz/Ciudad Real,Pedro Muñoz/Ciudad Real,Pedro Muñoz/Castilla La Mancha,Pedro Muñoz/Castilla La Mancha,Pedro Muñoz/Ciudad Real,Pedro Muñoz/Ciudad Real,Pedro Muñoz/Castilla La Mancha,Pedro Muñoz/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13630,Socuéllamos,Socuéllamos,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Socuéllamos/Ciudad Real,Socuéllamos/Ciudad Real,Socuéllamos/Castilla La Mancha,Socuéllamos/Castilla La Mancha,Socuéllamos/Ciudad Real,Socuéllamos/Ciudad Real,Socuéllamos/Castilla La Mancha,Socuéllamos/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13640,Almodóvar del Campo,Almodóvar del Campo,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Ciudad Real,Almodóvar del Campo/Castilla La Mancha,Almodóvar del Campo/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13650,Puerto Lápice,Puerto Lápice,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Puerto Lápice/Ciudad Real,Puerto Lápice/Ciudad Real,Puerto Lápice/Castilla La Mancha,Puerto Lápice/Castilla La Mancha,Puerto Lápice/Ciudad Real,Puerto Lápice/Ciudad Real,Puerto Lápice/Castilla La Mancha,Puerto Lápice/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13660,Las Labores,Las Labores,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Las Labores/Ciudad Real,Las Labores/Ciudad Real,Las Labores/Castilla La Mancha,Las Labores/Castilla La Mancha,Las Labores/Ciudad Real,Las Labores/Ciudad Real,Las Labores/Castilla La Mancha,Las Labores/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13670,Villarrubia de los Ojos,Villarrubia de los Ojos,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Villarrubia de los Ojos/Ciudad Real,Villarrubia de los Ojos/Ciudad Real,Villarrubia de los Ojos/Castilla La Mancha,Villarrubia de los Ojos/Castilla La Mancha,Villarrubia de los Ojos/Ciudad Real,Villarrubia de los Ojos/Ciudad Real,Villarrubia de los Ojos/Castilla La Mancha,Villarrubia de los Ojos/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13679,Arenas de San Juan,Arenas de San Juan,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Arenas de San Juan/Ciudad Real,Arenas de San Juan/Ciudad Real,Arenas de San Juan/Castilla La Mancha,Arenas de San Juan/Castilla La Mancha,Arenas de San Juan/Ciudad Real,Arenas de San Juan/Ciudad Real,Arenas de San Juan/Castilla La Mancha,Arenas de San Juan/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13680,Fuente el Fresno,Fuente el Fresno,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Fuente el Fresno/Ciudad Real,Fuente el Fresno/Ciudad Real,Fuente el Fresno/Castilla La Mancha,Fuente el Fresno/Castilla La Mancha,Fuente el Fresno/Ciudad Real,Fuente el Fresno/Ciudad Real,Fuente el Fresno/Castilla La Mancha,Fuente el Fresno/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13690,Alcázar de San Juan,Alcázar de San Juan,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13700,Tomelloso,Tomelloso,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Tomelloso/Ciudad Real,Tomelloso/Ciudad Real,Tomelloso/Castilla La Mancha,Tomelloso/Castilla La Mancha,Tomelloso/Ciudad Real,Tomelloso/Ciudad Real,Tomelloso/Castilla La Mancha,Tomelloso/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13710,Argamasilla de Alba,Argamasilla de Alba,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Argamasilla de Alba/Ciudad Real,Argamasilla de Alba/Ciudad Real,Argamasilla de Alba/Castilla La Mancha,Argamasilla de Alba/Castilla La Mancha,Argamasilla de Alba/Ciudad Real,Argamasilla de Alba/Ciudad Real,Argamasilla de Alba/Castilla La Mancha,Argamasilla de Alba/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13720,Alcázar de San Juan,Alcázar de San Juan,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Ciudad Real,Alcázar de San Juan/Castilla La Mancha,Alcázar de San Juan/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13730,Santa Cruz de Mudela,Santa Cruz de Mudela,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Santa Cruz de Mudela/Ciudad Real,Santa Cruz de Mudela/Ciudad Real,Santa Cruz de Mudela/Castilla La Mancha,Santa Cruz de Mudela/Castilla La Mancha,Santa Cruz de Mudela/Ciudad Real,Santa Cruz de Mudela/Ciudad Real,Santa Cruz de Mudela/Castilla La Mancha,Santa Cruz de Mudela/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13738,Viso del Marqués,Viso del Marqués,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Viso del Marqués/Ciudad Real,Viso del Marqués/Ciudad Real,Viso del Marqués/Castilla La Mancha,Viso del Marqués/Castilla La Mancha,Viso del Marqués/Ciudad Real,Viso del Marqués/Ciudad Real,Viso del Marqués/Castilla La Mancha,Viso del Marqués/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13739,Calzada de Calatrava,Calzada de Calatrava,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Calzada de Calatrava/Ciudad Real,Calzada de Calatrava/Ciudad Real,Calzada de Calatrava/Castilla La Mancha,Calzada de Calatrava/Castilla La Mancha,Calzada de Calatrava/Ciudad Real,Calzada de Calatrava/Ciudad Real,Calzada de Calatrava/Castilla La Mancha,Calzada de Calatrava/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13740,Torrenueva,Torrenueva,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Torrenueva/Ciudad Real,Torrenueva/Ciudad Real,Torrenueva/Castilla La Mancha,Torrenueva/Castilla La Mancha,Torrenueva/Ciudad Real,Torrenueva/Ciudad Real,Torrenueva/Castilla La Mancha,Torrenueva/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13750,Castellar de Santiago,Castellar de Santiago,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Castellar de Santiago/Ciudad Real,Castellar de Santiago/Ciudad Real,Castellar de Santiago/Castilla La Mancha,Castellar de Santiago/Castilla La Mancha,Castellar de Santiago/Ciudad Real,Castellar de Santiago/Ciudad Real,Castellar de Santiago/Castilla La Mancha,Castellar de Santiago/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13760,Almuradiel,Almuradiel,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almuradiel/Ciudad Real,Almuradiel/Ciudad Real,Almuradiel/Castilla La Mancha,Almuradiel/Castilla La Mancha,Almuradiel/Ciudad Real,Almuradiel/Ciudad Real,Almuradiel/Castilla La Mancha,Almuradiel/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13768,Almuradiel,Almuradiel,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Almuradiel/Ciudad Real,Almuradiel/Ciudad Real,Almuradiel/Castilla La Mancha,Almuradiel/Castilla La Mancha,Almuradiel/Ciudad Real,Almuradiel/Ciudad Real,Almuradiel/Castilla La Mancha,Almuradiel/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13770,Viso del Marqués,Viso del Marqués,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Viso del Marqués/Ciudad Real,Viso del Marqués/Ciudad Real,Viso del Marqués/Castilla La Mancha,Viso del Marqués/Castilla La Mancha,Viso del Marqués/Ciudad Real,Viso del Marqués/Ciudad Real,Viso del Marqués/Castilla La Mancha,Viso del Marqués/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
13779,Calzada de Calatrava,Calzada de Calatrava,Ciudad Real,Ciudad Real,Castilla La Mancha,Castilla La Mancha,Calzada de Calatrava/Ciudad Real,Calzada de Calatrava/Ciudad Real,Calzada de Calatrava/Castilla La Mancha,Calzada de Calatrava/Castilla La Mancha,Calzada de Calatrava/Ciudad Real,Calzada de Calatrava/Ciudad Real,Calzada de Calatrava/Castilla La Mancha,Calzada de Calatrava/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha,Ciudad Real/Castilla La Mancha
14001,Córdoba,Córdoba,Córdoba,Córdoba,Andalucía,Andalucía,Córdoba/Córdoba,Córdoba/Córdoba,Córdoba/Andalucía,Córdoba/Andalucía,Córdoba/Córdoba,Córdoba/Córdoba,Córdoba/Andalucía,Córdoba/Andalucía,Córdoba/Andalucía,Córdoba/Andalucía,Córdoba/Andalucía,Córdoba/Andalucía
