CODCNH	NOMBRE	DIRECCION	TELEFONO	TELEFONO2	TELEFAX	CODMU	MUNICIPIOS	CODPROV	PROVINCIAS	CODAUTO	COMUNIDADES	CODPOSTAL	NCAMAS	CODFI	FINALIDAD ASISITENCIAL	CODPAT	DEPENDENCIA PATRIMONIAL	CODFU	DEPENDENCIA FUNCIONAL	ACREDOCENT	ESCOMPLE	FORCOMPLE	CODIDCOM	ALTA	CERRADO	CAPITAL	CIERREFECH	CONCIERTO	EMAIL	TAC	RM	GAM	HEM	ASD	LIT	BCO	ALI	SPECT	PET	MAMOS	DO	DIAL
082246	UNITAT TERAP‘UTICA-EDUCATIVA ACOMPANYA'M	CR JESÈS I MARIA, 18-20	932532100	932532100		080193	Barcelona	08	BARCELONA	09	CATALU•A	08022	30	6	PSIQUIµTRICO	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		S	N	S		N	mcastillo@jdhospitalbarcelona.com	0	0	0	0	0	0	0	0	0	0	0	0	0
090026	HOSPITAL FUENTE BERMEJA	FRANCISCO SALINAS, S/N	947256236	947281800	947208341	090597	Burgos	09	BURGOS	07	CASTILLA Y LE‡N	09003	0	6	PSIQUIµTRICO	6	COMUNIDAD AUT‡NOMA	35	SANIDAD CASTILLA Y LE‡N-SACYL	N	N	S	090133	N	N	S		S	gerente.cabu@saludcastillayleon.es	0	0	0	0	0	0	0	0	0	0	0	0	0
090047	HOSPITAL RECOLETAS DE BURGOS	CRUZ ROJA, S/N	947244055		947240424	090597	Burgos	09	BURGOS	07	CASTILLA Y LE‡N	09006	92	1	GENERAL	11	PRIVADO-BENêFICO (CRUZ ROJA)	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	admision.hrb@gruporecoletas.com	1	0	0	0	0	0	0	0	0	0	0	0	0
090050	HOSPITAL SAN JUAN DE DIOS DE BURGOS	Pß DE LA ISLA, 3	947257730		947273009	090597	Burgos	09	BURGOS	07	CASTILLA Y LE‡N	09003	160	13	GERIATR÷A Y/O LARGA ESTANCIA	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	burgos.hospital@hsjd.es	0	0	0	0	0	0	0	0	0	0	0	0	0
090079	HOSPITAL SANTOS REYES	AV. RUPERTA BARAYA, 6	947522000		947522012	090183	Aranda de Duero	09	BURGOS	07	CASTILLA Y LE‡N	09400	123	1	GENERAL	13	OTRO PRIVADO BENêFICO	35	SANIDAD CASTILLA Y LE‡N-SACYL	N	N	N		N	N	N		N	gerente.hsry@saludcastillayleon.es	1	0	0	0	0	0	0	0	0	0	1	0	0
090085	HOSPITAL RESIDENCIA ASISTIDA DE LA LUZ	DURAT‡N, 2	947500150		947507583	090183	Aranda de Duero	09	BURGOS	07	CASTILLA Y LE‡N	09400	75	13	GERIATR÷A Y/O LARGA ESTANCIA	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		S	gerencia@hralaluz.es	0	0	0	0	0	0	0	0	0	0	0	0	0
090098	HOSPITAL SANTIAGO AP‡STOL	CTRA. DE OR‡N, S/N	947349000		947349014	092194	Miranda de Ebro	09	BURGOS	07	CASTILLA Y LE‡N	09200	114	1	GENERAL	1	SEGURIDAD SOCIAL	35	SANIDAD CASTILLA Y LE‡N-SACYL	N	N	N		N	N	N		N	gerente.hsap@saludcastillayleon.es	1	0	0	0	0	0	0	0	0	0	2	0	12
090133	COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS	AV. ISLAS BALEARES, 3	947281800		947281829	090597	Burgos	09	BURGOS	07	CASTILLA Y LE‡N	09006	865	1	GENERAL	9	ENTIDADES PÈBLICAS	35	SANIDAD CASTILLA Y LE‡N-SACYL	S	S	N		N	N	S		N	gerente.cabu@saludcastillayleon.es	3	2	2	1	1	0	0	2	0	0	2	1	36
090155	HOSPITAL UNIVERSITARIO DE BURGOS	ISLAS BALEARES, 3	947281800		947281829	090597	Burgos	09	BURGOS	07	CASTILLA Y LE‡N	09006	0	1	GENERAL	15	OTRA DEPENDENCIA PATRIMONIAL	35	SANIDAD CASTILLA Y LE‡N-SACYL	S	N	S	090133	N	N	S		N	gerente.cabu@saludcastillayleon.es	0	0	0	0	0	0	0	0	0	0	0	0	0
100015	HOSPITAL SAN PEDRO DE ALCµNTARA	AV. PABLO NARANJO, S/N	927256200		927256202	100377	C†ceres	10	CµCERES	11	EXTREMADURA	10003	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	32	SERVICIO EXTREME•O DE SALUD-SES	S	N	S	100089	N	N	N		N		0	0	0	0	0	0	0	0	0	0	0	0	0
100020	HOSPITAL PROVINCIAL NUESTRA SE•ORA DE LA MONTA•A	AV. DE ESPA•A, S/N	927256800		927256816	100377	C†ceres	10	CµCERES	11	EXTREMADURA	10001	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	32	SERVICIO EXTREME•O DE SALUD-SES	S	N	S	100089	N	N	N		N		0	0	0	0	0	0	0	0	0	0	0	0	0
100041	HOSPITAL CIUDAD DE CORIA	CERVANTES, 75	927149200	927149205	927501898	100670	Coria	10	CµCERES	11	EXTREMADURA	10800	103	1	GENERAL	6	COMUNIDAD AUT‡NOMA	32	SERVICIO EXTREME•O DE SALUD-SES	N	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
100054	HOSPITAL CAMPO ARA•UELO	TOMµS YUSTE MIR‡N, S/N	927548900		927544808	101318	Navalmoral de la Mata	10	CµCERES	11	EXTREMADURA	10300	102	1	GENERAL	6	COMUNIDAD AUT‡NOMA	32	SERVICIO EXTREME•O DE SALUD-SES	S	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
100067	HOSPITAL VIRGEN DEL PUERTO	PARAJE VALCORCHERO, S/N	927428300		927428324	101480	Plasencia	10	CµCERES	11	EXTREMADURA	10600	250	1	GENERAL	6	COMUNIDAD AUT‡NOMA	32	SERVICIO EXTREME•O DE SALUD-SES	S	N	N		N	N	N		N	gerent.hvpt@salud-juntaex.es	3	1	0	0	0	0	0	1	0	0	1	0	4
100073	HOSPITAL SOCIOSANITARIO DE PLASENCIA	CTRA. DE CµCERES, S/N	927428800		927421836	101480	Plasencia	10	CµCERES	11	EXTREMADURA	10600	330	6	PSIQUIµTRICO	6	COMUNIDAD AUT‡NOMA	32	SERVICIO EXTREME•O DE SALUD-SES	S	N	N		N	N	N		N	montserrat.martinl@salud-juntaex.es	0	0	0	0	0	0	0	0	0	0	0	0	0
100089	COMPLEJO HOSPITALARIO DE CµCERES	AV.PABLO NARANJO, S/N	927256200		927256202	100377	C†ceres	10	CµCERES	11	EXTREMADURA	10003	520	1	GENERAL	6	COMUNIDAD AUT‡NOMA	32	SERVICIO EXTREME•O DE SALUD-SES	S	S	N		N	N	S		N		3	1	1	2	0	0	0	0	1	0	3	0	33
100092	HOSPITAL QUIR‡N SALUD DE CµCERES	AV. DE LA UNIVERSIDAD, 5	927181360		927181362	100377	C†ceres	10	CµCERES	11	EXTREMADURA	10004	35	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	arnaldo.pons@quironsalud.es	1	1	0	0	0	0	0	0	0	0	1	0	0
100106	CL÷NICA SOQUIMEX	AVDA. LA SALLE, 22	927418484		927424059	101480	Plasencia	10	CµCERES	11	EXTREMADURA	10600	20	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	soquimex@soquimex.com	1	1	0	0	0	0	0	0	0	0	1	0	0
100113	CLINICA QUIRÈRGICA CACERE•A, S.A-(CL÷NICA SAN FRANCISCO)	RONDA DE SAN FRANCISCO, 1	927012200		927012239	100377	C†ceres	10	CµCERES	11	EXTREMADURA	10002	32	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	clinica@cqcsanfrancisco.es	1	2	0	1	0	1	0	0	0	0	1	0	0
110012	HOSPITAL UNIVERSITARIO PUERTA DEL MAR	AV. ANA DE VIYA, 21	956002040		956002220	110125	C†diz	11	CµDIZ	01	ANDALUC÷A	11009	738	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	S	N		N	N	S		N	gerencia.hpm.sspa@juntadeandalucia.es	5	2	4	2	1	1	0	2	0	1	2	1	30
110048	CL÷NICA LA SALUD	FEDUCHY, 8-14	956225301		956225193	110125	C†diz	11	CµDIZ	01	ANDALUC÷A	11001	58	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		N	administracion@clinicalasalud.es	1	0	0	1	0	0	0	0	0	0	1	1	0
110051	HOSPITAL SAN RAFAEL	DIEGO ARIAS, 2	956017267		956017390	110125	C†diz	11	CµDIZ	01	ANDALUC÷A	11002	280	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	cadiz.secretaria@jmpascual.com	1	1	0	0	0	0	0	0	0	0	1	0	0
110086	HOSPITAL  PUNTA DE EUROPA	CTRA. DE GETARES, S/N	956025000		956025057	110048	Algeciras	11	CµDIZ	01	ANDALUC÷A	11207	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	S	110259	N	S	N	31/12/2018	N	franciscoj.martos.sspa@juntadeandalucia.es	0	0	0	0	0	0	0	0	0	0	0	0	0
110103	CL÷NICA  LOS µLAMOS	AV. DE TAMARIX, 4	956182244		956308811	110201	Jerez de la Frontera	11	CµDIZ	01	ANDALUC÷A	11407	15	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	rrhh@clinicalosalamos.com	1	1	0	0	1	0	0	0	0	0	1	1	0
110110	HOSPITAL UNIVERSITARIO DE JEREZ DE LA FRONTERA	RONDA DE CIRCUNVALACI‡N, S/N	956032075		956032239	110201	Jerez de la Frontera	11	CµDIZ	01	ANDALUC÷A	11408	498	1	GENERAL	1	SEGURIDAD SOCIAL	2	SERVICIO ANDALUZ DE SALUD	S	N	N		N	N	N		N	manuel.herrera.sspa@juntadeandalucia.es	2	1	0	1	0	0	0	1	0	0	1	2	25
110125	HOSPITAL SAN JUAN GRANDE	GLORIETA FêLIX RODRIGUEZ DE LA FUENTE, S/N	956357300		956184802	110201	Jerez de la Frontera	11	CµDIZ	01	ANDALUC÷A	11408	143	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	N		S	jerez@sjd.es	2	1	0	0	0	0	0	0	0	0	1	1	0
110146	HOSPITAL  DE LA L÷NEA DE LA CONCEPCI‡N	AV. MENêNDEZ Y PELAYO, 103	956026500		956026556	110223	L°nea de la Concepci¢n, La	11	CµDIZ	01	ANDALUC÷A	11300	180	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		N	S	N		N	franciscoj.martos.sspa@juntadeandalucia.es	1	0	0	0	0	0	0	0	0	0	1	0	0
110162	HOSPITAL GENERAL SANTA MAR÷A DEL PUERTO	VALDêS, S/N	956017000		956017084	110276	Puerto de Santa Mar°a, El	11	CµDIZ	01	ANDALUC÷A	11500	238	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	stamaria.secretaria@jmpascual.com	1	1	0	0	0	0	0	0	0	0	1	0	0
110184	HOSPITAL UNIVERSITARIO DE PUERTO REAL	CARRETERA NACIONAL IV, KM. 665	956005147		956005658	110282	Puerto Real	11	CµDIZ	01	ANDALUC÷A	11510	319	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	N		N	N	N		N		2	1	0	1	0	0	0	0	0	0	1	1	45
110218	HOSPITAL VIRGEN DE LAS MONTA•AS	AV. AMBULATORIO S/N	956041000		956041075	110414	Villamart°n	11	CµDIZ	01	ANDALUC÷A	11650	108	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		S	cesar@jmpascual.com	1	1	0	0	0	0	0	0	0	0	1	0	0
110223	HOSPITAL VIRGEN DEL CAMINO	CRTRA SANLÈCAR-CHIPIONA, S/N	956048068		956048058	110321	Sanl£car de Barrameda	11	CµDIZ	01	ANDALUC÷A	11540	118	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		S	sanlucar.secretaria@jmpascual.com	1	1	0	0	0	0	0	0	0	0	1	0	0
110239	HOSPITAL JEREZ PUERTA DEL SUR	AV. PUERTA DEL SUR, S/N	956357100		956357170	110201	Jerez de la Frontera	11	CµDIZ	01	ANDALUC÷A	11408	98	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	rrhhcj@asisa.es	1	1	0	1	0	0	0	0	0	0	1	1	0
110248	HOSPITAL VIAMED BAH÷A DE CµDIZ	AYALA, 2	956533333		956409057	110159	Chiclana de la Frontera	11	CµDIZ	01	ANDALUC÷A	11130	46	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	gerencia@hospitalcmc.es	0	2	0	0	0	1	0	0	0	0	1	0	0
110259	HOSPITAL PUNTA DE EUROPA	CARRETERA DE GETARES, S/N	956025000		956025057	110048	Algeciras	11	CµDIZ	01	ANDALUC÷A	11207	327	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	N		N	N	N		N		3	0	1	1	0	0	0	2	1	0	2	0	7
110260	HOSPITAL VIAMED NOVO SANCTI PETRI	URB. NOVO SANCTI PETRI, S/N	956495000		956498415	110159	Chiclana de la Frontera	11	CµDIZ	01	ANDALUC÷A	11130	37	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N	gerente@clinicanovo.es	1	1	0	0	0	1	0	0	0	0	1	0	0
110271	CL÷NICA SERMAN - INSTITUTO MêDICO	Pß DE LA ROSALEDA, 40	956301211		956317759	110201	Jerez de la Frontera	11	CµDIZ	01	ANDALUC÷A	11405	41	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		S	jefeadministracion@clinicaserman.com	0	1	0	1	0	0	0	0	0	0	1	1	0
110282	HOSPITAL QUIR‡N CAMPO DE GIBRALTAR	"PARQUE EMPRESARIAL ""LAS MARISMAS DE PALMONES"", EDIFICIO ARTTYSUR"	956798301			110086	Barrios, Los	11	CµDIZ	01	ANDALUC÷A	11379	64	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	N		N		1	1	0	1	0	0	0	0	0	0	1	0	0
110293	HOSPITAL PUNTA EUROPA. UNIDAD DE CUIDADOS MEDIOS	PASEO DE LA CONFERENCIA, S/N	956004900			110048	Algeciras	11	CµDIZ	01	ANDALUC÷A	11207	0	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	S	110259	N	S	N		N		0	0	0	0	0	0	0	0	0	0	0	0	0
110305	HOSPITAL SAN CARLOS	PASEO CAPITAN CONFORTO, S/N.	956598100			110316	San Fernando	11	CµDIZ	01	ANDALUC÷A	11110	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	S	110012	N	N	N		N		0	0	0	0	0	0	0	0	0	0	0	0	0
110316	HOSPITAL DE LA L÷NEA DE LA CONCEPCI‡N	RONDA NORTE, ESQ. C/ GABRIEL MIR‡	956026500		956026563	110223	L°nea de la Concepci¢n, La	11	CµDIZ	01	ANDALUC÷A	11300	243	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		S	N	N		N	jesus.ros.sspa@juntadeandalucia.es	0	0	0	0	0	0	0	0	0	0	0	0	0
120017	HOSPITAL GENERAL UNIVERSITARIO DE CASTELL‡N	AVENIDA BENICASIM, S/N	964725000		964725026	120402	Castell¢n de la Plana/Castell¢ de la Plana	12	CASTELL‡N	10	COMUNIDAD VALENCIANA	12004	580	1	GENERAL	6	COMUNIDAD AUT‡NOMA	5	CONSELLERIA DE SANIDAD. G. VALENCIANA	S	N	N		N	N	S		N	sugerencias_dscs@gva.es	2	0	0	1	1	0	0	0	0	0	1	1	31
120038	HOSPITAL LA MAGDALENA	CAMINO COLLET, 32	964356800		964356835	120402	Castell¢n de la Plana/Castell¢ de la Plana	12	CASTELL‡N	10	COMUNIDAD VALENCIANA	12004	128	13	GERIATR÷A Y/O LARGA ESTANCIA	6	COMUNIDAD AUT‡NOMA	5	CONSELLERIA DE SANIDAD. G. VALENCIANA	N	N	N		N	N	S		N	monferrer_mar@gva.es	0	0	0	0	0	0	0	0	0	0	0	0	0
120043	CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELL‡N	AVENIDA DOCTOR CLARµ, 19	964359700	964354303	964354301	120402	Castell¢n de la Plana/Castell¢ de la Plana	12	CASTELL‡N	10	COMUNIDAD VALENCIANA	12002	257	1	GENERAL	7	DIPUTACI‡N O CABILDO	5	CONSELLERIA DE SANIDAD. G. VALENCIANA	S	N	N		N	N	S		N	sanchis_joagara@gva.es	2	0	2	0	0	1	0	3	2	0	1	1	0
120115	HOSPITAL COMARCAL DE VINAR„S	AVENIDA GIL DE ATROCILLO, S/N	964477000		964400736	121384	Vinarïs	12	CASTELL‡N	10	COMUNIDAD VALENCIANA	12500	150	1	GENERAL	6	COMUNIDAD AUT‡NOMA	5	CONSELLERIA DE SANIDAD. G. VALENCIANA	S	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
120136	HOSPITAL UNIVERSITARIO DE LA PLANA	CARRETERA VILA-REAL A BORRIANA, KM 0,5	964399775		964399858	121359	Vila-real	12	CASTELL‡N	10	COMUNIDAD VALENCIANA	12540	258	1	GENERAL	6	COMUNIDAD AUT‡NOMA	5	CONSELLERIA DE SANIDAD. G. VALENCIANA	S	N	N		N	N	N		N	laplana@gva.es	2	0	0	0	1	0	0	0	0	0	1	0	0
120148	INSTITUTO DE TRAUMATOLOGIA DE UNI‡N DE MUTUAS (MATEPSS Nß 267)	AVENIDA VIRGEN DE LID‡N, 67	964231212		964230624	120402	Castell¢n de la Plana/Castell¢ de la Plana	12	CASTELL‡N	10	COMUNIDAD VALENCIANA	12004	28	10	TRAUMATOLOG÷A Y/O REHABILITACI‡N	10	MATEP	19	MATEP	N	N	N		N	N	S		N	jgsanchez@uniondemutuas.es	1	1	0	0	0	0	0	0	0	0	0	0	0
120159	HOSPITAL REY D. JAIME	CALLE MAR÷A ROSA MOLAS, 25	964726000		964228000	120402	Castell¢n de la Plana/Castell¢ de la Plana	12	CASTELL‡N	10	COMUNIDAD VALENCIANA	12004	96	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	reydjaime@hospitales.nisa.es	1	1	0	0	0	0	0	0	0	0	1	1	0
120160	SERVICIOS SANITARIOS DEL CENTRO PENITENCIARIO DE CASTELL‡N II (ALBOC∑SSER)	CALLE ELS MASCARRELLS, S/N	964158500	964158507	964158536	120038	AlbocÖsser	12	CASTELL‡N	10	COMUNIDAD VALENCIANA	12140	64	16	OTRA FINALIDAD	4	MINISTERIO DE INTERIOR	14	ADMINISTRACI‡N PENITENCIARIA	N	N	N		S	N	N		N	medico.castellon2@dgip.mir.es	0	0	0	0	0	0	0	0	0	0	0	0	0
130034	SERVICIOS SANITARIOS Y ASISTENCIALES	RONDA DEL CARMEN, S/N	926231276		926252002	130343	Ciudad Real	13	CIUDAD REAL	08	CASTILLA-LA MANCHA	13002	85	6	PSIQUIµTRICO	7	DIPUTACI‡N O CABILDO	16	DIPUTACI‡N O CABILDO	S	N	N		N	N	S		N	administracionssa@dipucr.es	0	0	0	0	0	0	0	0	0	0	0	0	0
130049	HOSPITAL QUIR‡NSALUD CIUDAD REAL	ALISOS, 19	926255008	926255009	926250312	130343	Ciudad Real	13	CIUDAD REAL	08	CASTILLA-LA MANCHA	13002	47	1	GENERAL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	ciudad.real@quironsalud.es	1	2	0	0	0	0	0	0	0	0	3	1	0
130052	HOSPITAL GENERAL LA MANCHA CENTRO	AVENIDAD DE LA CONSTITUCI‡N, 3	926580500		926547700	130052	Alc†zar de San Juan	13	CIUDAD REAL	08	CASTILLA-LA MANCHA	13600	353	1	GENERAL	1	SEGURIDAD SOCIAL	31	SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM	S	N	N		N	N	N		N	gerencia.manchacentro@sescam.jccm.es	2	1	0	0	0	0	0	0	0	0	1	0	0
130065	HOSPITAL VIRGEN DE ALTAGRACIA	AVENIDAD DON EMILIANO GARC÷A ROLDµN, 2	926646000		926614408	130533	Manzanares	13	CIUDAD REAL	08	CASTILLA-LA MANCHA	13200	118	1	GENERAL	1	SEGURIDAD SOCIAL	31	SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM	N	N	N		N	N	N		N	paguado@sescam.jccm.es	1	0	0	0	0	1	0	0	0	0	1	0	0
130071	HOSPITAL SANTA BµRBARA	C/ MALAG‡N, S/N	926421100	926431550	926415659	130718	Puertollano	13	CIUDAD REAL	08	CASTILLA-LA MANCHA	13500	141	1	GENERAL	1	SEGURIDAD SOCIAL	31	SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM	N	N	N		N	N	N		N	buzong@sescam.org	2	1	0	0	0	0	0	0	0	0	1	0	0
130087	HOSPITAL GENERAL DE VALDEPE•AS	AVDA. ESTUDIANTES, S/N	926320200			130874	Valdepe§as	13	CIUDAD REAL	08	CASTILLA-LA MANCHA	13300	103	1	GENERAL	1	SEGURIDAD SOCIAL	31	SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM	N	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
130127	HOSPITAL GENERAL DE CIUDAD REAL	C/ OBISPO RAFAEL TORIJA, S/N	926278000	926278200	926278501	130343	Ciudad Real	13	CIUDAD REAL	08	CASTILLA-LA MANCHA	13005	564	1	GENERAL	6	COMUNIDAD AUT‡NOMA	31	SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM	S	N	N		N	N	S		N	cmpavon@sescam.jccm.es	3	1	2	1	1	0	0	2	2	1	2	1	45
130128	HOSPITAL GENERAL DE TOMELLOSO	VEREDA DE SOCUêLLAMOS, S/N	926525800			130821	Tomelloso	13	CIUDAD REAL	08	CASTILLA-LA MANCHA	13700	155	1	GENERAL	6	COMUNIDAD AUT‡NOMA	31	SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM	N	N	N		N	N	N		N		1	1	0	0	0	0	0	0	0	0	1	0	0
140023	HOSPITAL UNIVERSITARIO REINA SOF÷A	AV. MENêNDEZ PIDAL, S/N	957010380		957010340	140214	C¢rdoba	14	C‡RDOBA	01	ANDALUC÷A	14004	1233	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	S	N		N	N	S		N	gerencia.hrs.sspa@juntadeandalucia.es	4	3	3	4	1	0	0	0	1	1	3	2	67
140039	HOSPITAL LOS MORALES	CTRA. DE LOS MORALES, S/N	957012042			140214	C¢rdoba	14	C‡RDOBA	01	ANDALUC÷A	14002	0	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	S	140023	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
140044	HOSPITAL MATERNO-INFANTIL DEL H.U. REINA SOF÷A	AVDA. MENêNDEZ PIDAL, S/N	957010380		957010340	140214	C¢rdoba	14	C‡RDOBA	01	ANDALUC÷A	14004	0	5	MATERNO-INFANTIL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	S	140023	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
140060	HOSPITAL PROVINCIAL	AV. MENêNDEZ PIDAL, S/N	957011604		957011600	140214	C¢rdoba	14	C‡RDOBA	01	ANDALUC÷A	14004	0	1	GENERAL	7	DIPUTACI‡N O CABILDO	2	SERVICIO ANDALUZ DE SALUD	S	N	S	140023	N	N	S		N		0	0	0	0	0	0	0	0	0	0	0	0	0
140076	HOSPITAL DE LA CRUZ ROJA DE C‡RDOBA	Pß DE LA VICTORIA, S/N	957420666		957293993	140214	C¢rdoba	14	C‡RDOBA	01	ANDALUC÷A	14004	138	1	GENERAL	11	PRIVADO-BENêFICO (CRUZ ROJA)	20	PRIVADO-BENêFICO (CRUZ ROJA)	N	N	N		N	N	S		N		1	1	0	0	0	0	0	0	0	0	1	0	0
140082	HOSPITAL SAN JUAN DE DIOS DE C‡RDOBA	AV. DEL BRILLANTE, 106	957274600		957283010	140214	C¢rdoba	14	C‡RDOBA	01	ANDALUC÷A	14012	189	1	GENERAL	12	PRIVADO-BENêFICO (IGLESIA)	21	PRIVADO-BENêFICO (IGLESIA)	N	N	N		N	N	S		S	cordoba.hospital@sjd.es	1	1	0	1	0	0	0	1	0	0	1	1	0
140116	HOSPITAL INFANTA MARGARITA	AV. DE G‡NGORA, S/N	957021300		957021322	140137	Cabra	14	C‡RDOBA	01	ANDALUC÷A	14940	232	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	2	0	0
140121	HOSPITAL VALLE DE LOS PEDROCHES	C/ JUAN DEL REY CALERO, S/N	957026306		957026427	140543	Pozoblanco	14	C‡RDOBA	01	ANDALUC÷A	14400	124	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	S	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	8
140195	HOSPITAL DE MONTILLA	CRTRA. MONTORO-PUENTE GENIL, KM 65,350	957022600		957022606	140425	Montilla	14	C‡RDOBA	01	ANDALUC÷A	14550	92	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
140207	HOSPITAL LA ARRUZAFA-INSTITUTO DE OFTALMOLOG÷A	AV. DE LA ARRUZAFA, 9	957767610		957401407	140214	C¢rdoba	14	C‡RDOBA	01	ANDALUC÷A	14012	4	9	OFTµLMICO U ORL	14	PRIVADO NO BENêFICO	23	PRIVADO NO BENêFICO	N	N	N		N	N	S		S	rab@hospitalarruzafa.com	0	0	0	0	0	0	0	0	0	0	0	0	0
140218	HOSPITAL DE ALTA RESOLUCI‡N DE PUENTE GENIL	C/ BURGOS, S/N	957615000		957615060	140569	Puente Genil	14	C‡RDOBA	01	ANDALUC÷A	14500	24	1	GENERAL	6	COMUNIDAD AUT‡NOMA	2	SERVICIO ANDALUZ DE SALUD	N	N	N		N	N	N		N		1	0	0	0	0	0	0	0	0	0	1	0	0
