;Destino;Establecimiento;Oficio;;Localidad;Comunidad autónoma;Dirección;;Cód postal;;Correo Electrónico;Teléfono;Dir. WEB;Facebook;Twiter;;;Blogger;Youtube
;Baiona;Estelas;Comercios;;Baiona;Galicia;Avenida Monterreal, 1;;36300;;estelas@estelas.net;986356200;;;;;;;
;Baiona;Hotel Anunciada;Hoteles y apartamentos turísticos;;Baiona;Galicia;C/Elduayen, 16;;36300;;reservas@hotel-anunciada.com;986 35 60 18;hotel-anunciada.com;;;;;;
;Baiona;Hotel Arce;Hoteles y apartamentos turísticos;;Baiona;Galicia;Calle Julián Velverde 40 ;;36300;;contactus@hotelarce.com;986386060;www.hotelarce.com;https://www.facebook.com/#!/pages/Hotel-Arce/30529035977;@HotelArce;;;;
;Baiona;Hotel Bahía Bayona;Hoteles y apartamentos turísticos;;Baiona;Galicia;Avda. Santa Marta, 13;;36300;;atenea-69@hotmail.com;986 38 50 04;www.hotelbahiabayona.com;;;;;;
;Baiona;Hotel Pazo de Mendoza;Hoteles y apartamentos turísticos;;Baiona;Galicia;Plaza Pedro de Castro, 1;;36300;;info@pazodemendoza.com;986 38 50 14;www.pazodemendoza.com;;;;;;
;Baiona;Hotel Rompeolas;Hoteles y apartamentos turísticos;;Baiona;Galicia;Avenida Joselin 8;;36300;;hotelrompeolas@gmail.com;986355130;hotelrompeolasbaiona.es;Hotel Rompeolas;;;;;
;Baiona;Hotel Tres Carabelas;Hoteles y apartamentos turísticos;;Baiona;Galicia;c/Ventura Misa, 61;;36300;;info@hoteltrescarabelas.com;986 35 51 33;;;;;;;
;Baiona;Hotel Vasco da Gama;Hoteles y apartamentos turísticos;;Baiona;Galicia;Avenida Jose Pereira Troncoso, 18 ;;36300;;hotelvascodagama@gmail.com;986353350 ;;;;;;;
;Baiona;Jamonería Jaqueyvi;Bares y cafeterías;;Baiona;Galicia;Calle Ventura Misa Nº45;;36300;;bealeyenda@discenco.com;615345673 ;;;;;;;
;Baiona;Jose Carlos Vasconcellos Gonzalez;Taxis;;Baiona;Galicia;Calle Cuba 4, 3C;;36300;;jose.motrotaxibaiona@gmail.com;690791624;;;;;;;
;Baiona;Joyería Tula;Comercios;;Baiona;Galicia;C/Carabela La Pinta, 5;;36300;;joyeriatula@joyeriatula.com;669461597;www,joyeriatula.com;;;;;;
;Baiona;Juan José Fontenla Alfaya;Taxis;;Baiona;Galicia;c/ Alférez Barreiro, 3;;36300;;turismo@baiona.org;626 165 336;;;;;;;
;Baiona;La Boquería;Bares y cafeterías;;Baiona;Galicia;c/ Ventura Misa 64, bajo;;36300;;susoymendez@gmail.com;669863949;www.laboqueriadebaiona.com/;;;;;;
;Baiona;La Crep;Bares y cafeterías;;Baiona;Galicia;Calle Conde, 7;;36300;;lacrepbaiona@gmail.com;986356670;;https://es-es.facebook.com/lacrep.cafecreperie;;;;;
;Baiona;La Mallorquina;Bares y cafeterías;;Baiona;Galicia;Avenida Monterreal, 22;;36300;;lamallorquinadebaiona@gmail.com;986356702;;;;;;;
;Baiona;La Pedalería;Empresas de turismo activo;;Baiona;Galicia;C/ Ramón y Cajal 14 bajo;;36300;;lapedaleria@gmail.com;686454507;www.lapedaleria.es;La Pedalería;;;;;
;Baiona;Le Sept;Hoteles y apartamentos turísticos;;Belesar - Baiona;Galicia;Media Aldea Belesar, 58;;36307;;smp@lesept.es;630968748;www.lesept.es;https://es-es.facebook.com/pages/LeSept-Boutique.../;;;;;
;Baiona;Luna Baiona;Empresas de alquiler de vehículos y embarcaciones;;Baiona;Galicia;Avenida Monterreal, 1 ;;36300;;estelas@estelas.net;986356200;;;;;;;
;Baiona;Mesón Jamonería Fidalgo;Restaurantes y empresas turísticas de Catering;;Baiona;Galicia;JULIÁN VALVERDE 79, SANTA CRISTINA DE LA RAMALLOSA (SABARIS);;36300;;mesonfidalgo@gmail.com;986354530;;meson jamoneria fidalgo;;;;;
;Baiona;Mirador Ria de Bayona;Hoteles y apartamentos turísticos;;Baiona;Galicia;C/ Santa Marta, 32;;36308;;info@riadebayona.com;986355245;www.riadebayona.com;Mirador Ría de Bayona;MiradorRiaBayona;;;;
;Baiona;Monte Real Club de Yates de Bayona;Puertos Deportivos;;Baiona;Galicia;Recinto del Parador Nacional, s/n;;36300;;gerencia@mrcyb.com;986 385 000;www.mrcyb.es;;;;;;
;Baiona;Oficina de Turismo-Concello de Baiona;Oficinas de información turística;;Baiona;Galicia;c/ Lorenzo de la Carrera, 17;;36300;;turismo@baiona.org;986 385 924;www.turismodebaiona.com;https://www.facebook.com/TurismodeBaiona;https://twitter.com/turismodebaiona;;;;https://www.youtube.com/user/TurismoBaiona
;Baiona;Óptica Baiona;Comercios;;Baiona;Galicia;C/Carabela Pinta, 12;;36300;;opticabaiona@gmail.com;986 35 71 34;;;;;;;
;Baiona;Os da Ponte;Restaurantes y empresas turísticas de Catering;;Baiona;Galicia;Calle Ponte 10 (Baredo);;36300;;osdaponte@gmail.com;986356194;;;;;;;
;Baiona;Parador Nacional de Turismo Conde de Gondomar;Hoteles y apartamentos turísticos;;Baiona;Galicia;Avda. Arquitecto Jesús Valverde, 3;;36300;;francisco.plaza@paradores.es;986 35 50 00;;;;;;;
;Baiona;Peluquería Belmer;Comercios;;Baiona;Galicia;Santa Marta, 40;;36300;;belmerp@hotmail.com; 986356989;;;;;;;
;Baiona;Peluquería Mayva;Comercios;;Baiona;Galicia;C/Ciudad de Vigo, nº 6;;36300;;evanajera@yahoo.es;986 35 58 55;;;;;;;
;Baiona;PLAYA BARBEIRA;Playas;;BAIONA;Galicia;INTERIOR RECINTO DE LA FORTALEZA MONTERREAL;;36300;;medioambiente@baiona.org;986 219455;;;;;;;
;Baiona;PLAYA CONCHEIRA;Playas;;BAIONA;Galicia;PASEO PINZÓN, BAIONA;;36300;;medioambiente@baiona.org;986 21 94 55;;;;;;;
;Baiona;PLAYA DE FRADES;Playas;;BAIONA;Galicia;PASEO MONTE BOI, BAIONA;;36300;;medioambiente@baiona.org;986 21 94 55;;;;;;;
;Baiona;PLAYA LADEIRA;Playas;;BAIONA;Galicia;LADEIRA, BAIONA;;36300;;medioambiente@baiona.org;986  21 94 55;;;;;;;
;Baiona;PLAYA RIBEIRA;Playas;;BAIONA;Galicia;PASEO RIBEIRA S/Nº, BAIONA;;36300;;medioambiente@baiona.org;986219455;www.baiona.org;;;;;;
;Baiona;PLAYA SANTA MARTA;Playas;;BAIONA;Galicia;SANTA MARTA, BAIONA;;36300;;medioambiente@baiona.org;986219455;;;;;;;
;Baiona;Policía Local de Baiona;Seguridad ciudadana;;Baiona;Galicia;C/Lorenzo de la Carrera, 17;;36300;;policia@baiona.org;986 35 80 11;;;;;;;
;Baiona;Recuncho Mariñeiro;Restaurantes y empresas turísticas de Catering;;Baiona;Galicia;Calle Ventura Misa 34;;36300;;info@recunchomarineiro.com;629676035;;;;;;recunchomarineiro.blogspot.com;
;Baiona;Restaurante  Fuente de Zeta Mesón;Restaurantes y empresas turísticas de Catering;;Baiona;Galicia;Plaza Fonte de Zeta n\ 5 ;;36300;;isabelasanchez2@hotmail.com;609836901;http://www.fontedezeta.com;//www.facebook.com/MesonFonteDeZeta/info;;;;;
;Baiona;Restaurante Pedro Madruga;Restaurantes y empresas turísticas de Catering;;Baiona;Galicia;Calle Ramon y Cajal 1;;36300;;aliciadefrancisco@hotmail.es;986357367;;;;;;;
;Baiona;Viajes  Val Miñor;Agencias de viajes;;Baiona;Galicia;c/ Julian Valverde, 31;;36300;;rosa@viajesvalminor.com;661507224;http://www.viajesvalminor.grupoairmet.com/ms2/;https://es-es.facebook.com/pages/Viajes-VAL-MI%C3%91OR/379726358835626;;;;;
;Baix Empordà;AGÈNCIA AVI;Otros Servicios;;Begur;Cataluña;C/Ramon Llull, 13;;17255;;info@agenciaavi.cat;972 62 25 05;;;;;;;
;Baix Empordà;BAR DEL POBLE DE PERATALLADA;Restaurantes y empresas turísticas de Catering;;Peratallada;Cataluña;Plaça del Castell, s/n;;17113;;;972634982;;;;;;;
;Baix Empordà;CALA CONCA-SERVEI DE PLATGES, AJUNTAMENT DE CASTELL PLATJA D´ARO;Playas;;PLATJA D'ARO;Cataluña;C. Verdaguer, 4;;17250;;femplatja@platjadaro.com;972817284;www.platjadaro.com;;;;;;
;Baix Empordà;CALA CRISTUS-SERVEI DE PLATGES, AJUNTAMENT DE CALONGE;Playas;;CALONGE;Cataluña;Pl. Concordia, 7;;17251;;platges@calonge.cat;972 66 03 75;;;;;;;
;Baix Empordà;CALA ROVIRA-SERVEI DE PLATGES, AJUNTAMENT DE CASTELL PLATJA D´ARO;Playas;;PLATJA D'ARO;Cataluña;C. Verdaguer, 4;;17250;;femplatja@platjadaro.com;972817284;www.platjadaro.com;;;;;;
;Baix Empordà;CAMPING CALA GOGÓ;Campings;;CALONGE;Cataluña;Ctra. De Sant Feliu a Palamós, s/n ;;17251;;albert@calagogo.cat;972651564;www.calagogo.es;;;;;;
;Baix Empordà;CAMPING INTERNACIONAL PALAMÓS;Campings;;PALAMÓS;Cataluña;Camí Cap de Planes;;17230;;info@internacionalpalamos.com;972314736;www.internacionalpalamos.com;;;;;;
;Baix Empordà;Càmping INTERPALS;Campings;;Pals;Cataluña;Avda. Mediterrània, s/n;;17256;;info@interpals.com;972 63 61 79;;;;;;;
;Baix Empordà;CÀMPING RIEMBAU;Campings;;Platja d'Aro;Cataluña;c/Santiago Rusiñol, s/n;;17250;;camping@riembau.com;972 81 71 23;;;;;;;
;Baix Empordà;CÀMPING VALLDARO;Campings;;Platja d'Aro;Cataluña;C. Camí Vell, 63 ;;17250;;info@valldaro.com;972 81 75 15;www.valldaro.com;facebook.com/valldaro;;;;;
;Baix Empordà;CAN PUJOL;Alojamientos rurales;;SERRA DE DARÓ;Cataluña;C. Orient, 11;;17133;;info@canpujol.cat;972640194;canpujol.cat;;;;;;
;Baix Empordà;CAN QUINTANA - MUSEU DE LA MEDITERRÀNIA;Museos y centros de interés turístico visitable;;Torroella de Montgrí;Cataluña;c/Ullà, 31 Torroella de Montgrí;;17257;;info@museudelamediterrania.cat;972755180;www.museudelamediterrania.cat;www.facebook.com/museudelamediterrania;www.twitter.com/mdlmediterrania;;;;
;Baix Empordà;Candelaria;Restaurantes y empresas turísticas de Catering;;;Cataluña;;;;;lacandelaria@lacandelaria.com;972 63 41 81;;;;;;;
;Baix Empordà;CEIGRUP FINQUES RIART;Otros Servicios;;SANT ANTONI DE CALONGE;Cataluña;Av. Torre Valentina, 24;;17251;;lloguers@finquesriart.com;972650711;www.finquesriart.com;;;;;;
;Baix Empordà;Club Golf d'Aro;Campos de golf y campos de Pitch&Putt;;Platja d'Aro;Cataluña;www.golfdaro.com;;17250;;info@golfdaro.com;972816727;;;;;;;
;Baix Empordà;ESTACIÓ NÀUTICA     L'ESTARTIT-ILLES MEDES;Puertos Deportivos;;L'ESTARTIT;Cataluña;C. de la Platja, 10-12;;17258;;info@enestartit.com;972750699;www.enestartit.com;;;;;;
;Baix Empordà;EUROCAMPING;Campings;;SANT ANTONI DE CALONGE;Cataluña;Avda Catalunya, 15;;17252;;administracio@euro-camping.com;972 65 08 79;;;;;;;
;Baix Empordà;FUNDACIÓ JOSEP PLA;Museos y centros de interés turístico visitable;;PALAFRUGELL;Cataluña;C. Nou, 51;;17200;;mverges@fundaciojoseppla.cat;972305577;www.fundaciojoseppla.cat;www.facebook.com/FjosepPla;twitter.com/FJosepPla;;;;www.youtube.com/user/FJosepPla
;Baix Empordà;GELAT ARTESÀ DE PERATALLADA;Comercios;;Peratallada ;Cataluña;C/ Major, 13;;17113;;garciafigueras@gmail.com;617 18 49 68;;;;;;;
;Baix Empordà;GIROGUIES;Guías turísticos;;PALAFRUGELL;Cataluña;C. Ample, 126 Baixos;;17200;;info@giroguies.com;972303886;www.giroguies.com;Amics de Giroguies  // Giroguies;@Giroguies;;;http://giroguies-senderisme.blogspot.com.es/;http://youtu.be/Yy7ct3Y63_w
;Baix Empordà;HOSTAL DE LA GAVINA;Hoteles y apartamentos turísticos;;S'Agaró;Cataluña;Plaza Roserar, s/n;;17248;;INFO@LAGAVINA.COM;972321100;;;;;;;
;Baix Empordà;HOSTAL SA RASCASSA;Hoteles y apartamentos turísticos;;Begur;Cataluña;Cala d'Aiguafreda, 3;;17255;;info@hostalsarascassa.com;972622845;www.hostalsarascassa.com;;;;;;
;Baix Empordà;HOTEL BARCAROLA;Hoteles y apartamentos turísticos;;Sant Feliu de Guíxols;Cataluña;Playa de Sant Pol, S/N;;17220;;ylonka@barcarola.com;972326932;;;;;;;
;Baix Empordà;HOTEL BELL REPÒS;Hoteles y apartamentos turísticos;;Platja d'Aro;Cataluña;C/ Nostra Senyora del Carme, 18;;17250;;info@hotelbellrepos.com;972 81 71 00;;;;;;;
;Baix Empordà;HOTEL EL CAU DEL PAPIBOU;Hoteles y apartamentos turísticos;;Peratallada;Cataluña;www.hotelelcaudelpapibou.com;;17113;;info@hotelelcaudelpapibou.com;972 63 47 16;;;;;;;
;Baix Empordà;HOTEL NM SUITES;Hoteles y apartamentos turísticos;;PLATJA D'ARO;Cataluña;Avinguda 11 de setembre, 70;;17250;;mllinas@mn-suites.com;972825770;;;;;;;
;Baix Empordà;IMMOSERVEIS;Otros Servicios;;Sant Antoni de Calonge;Cataluña;Av. Catalunya, 19, Edif. Puigsapera;;17252;;nbosch@immoserveis.com;972661233;;;;;;;
;Baix Empordà;KAYAKING COSTA BRAVA - CALA MONTGÓ;Empresas de turismo activo;;L'Escala;Cataluña;C/Enric Serra, 42 ;;17130;;info@kayakingcostabrava.com;972 773 806;www.kayakingcostabrava.com;;;;;;
;Baix Empordà;KAYAKING COSTA BRAVA - PLATJA DE CASTELL;Empresas de turismo activo;;L'Escala;Cataluña;C/Enric Serra, 42 ;;17130;;info@kayakingcostabrava.com;972 773 806;;;;;;;
;Baix Empordà;KAYAKING COSTA BRAVA - TAMARIU;Empresas de turismo activo;;L'Escala;Cataluña;C/Enric Serra, 42 ;;17130;;info@kayakingcostabrava.com;972 773 806;;;;;;;
;Baix Empordà;Les Carolines;Hoteles y apartamentos turísticos;;Peratallada;Cataluña;Carrer Església, 3;;17113;;;609 21 62 24;;;;;;;
;Baix Empordà;MAS RABIOL ;Hoteles y apartamentos turísticos;;;Cataluña;;;;;info@masrabiol.com;972634296;;;;;;;
;Baix Empordà;MEDAQUA;Empresas de turismo activo;;L'ESTARTIT;Cataluña;Pg. Marítim, 13;;17258;;info@medaqua.com;972752043;;;;;;;
;Baix Empordà;MUSEU D´ARQUEOLOGIA DE CATALUNYA-ULLASTRET;Museos y centros de interés turístico visitable;;ULLASTRET;Cataluña;Afores s/n. Puig de St. Andreu;;17114;;lromero@gencat.cat;972179058;mac.cat;facebook.com/macarqueologia;@macarqueologia;;;;youtube.com/user/MArqueologiaCat
;Baix Empordà;MUSEU D´HISTÒRIA DE LA CIUTAT;Museos y centros de interés turístico visitable;;SANT FELIU DE GUÍXOLS;Cataluña;Plaça Monestir, s/n;;17220;;museuhistoria@guixols.cat;972821575;;;;;;;
;Baix Empordà;MUSEU DE LA JOGUINA;Museos y centros de interés turístico visitable;;SANT FELIU DE GUÍXOLS;Cataluña;Rambla Vidal, 48-50;;17220;;correu@museudelajoguina.cat;972822249;www.museudelajoguina.cat;;;;;;
;Baix Empordà;MUSEU DE LA NINA;Museos y centros de interés turístico visitable;;PLATJA D'ARO;Cataluña;Mòssen Cinto Verdaguer, 4;;17250;;cultura@platjadaro.com;972804207;www.platjadaro.com;;;;;;
;Baix Empordà;MUSEU DE LA PESCA;Museos y centros de interés turístico visitable;;PALAMÓS;Cataluña;Moll Pesquer, s/n;;17230;;museudelapesca@palamos.cat;972600424;www.museudelapesca.org;http://www.facebook.com/museudelapesca.palamos;https://twitter.com/MuseudelaPesca;;;;http://www.youtube.com/user/museudelapesca
;Baix Empordà;Museu del Suro;Museos y centros de interés turístico visitable;;Palafrugell ;Cataluña;www.museudelsuro.cat ;;17200;;info@museudelsuro.cat;972 307 825;;;;;;;
;Baix Empordà;Novara hotels sl;Hoteles y apartamentos turísticos;;;Cataluña;;;;;novarahotels@novarahotels.com;972203800;;;;;;;
;Baix Empordà;OFICINA DE TURISME CASTELL - PLATJA D´ARO;Oficinas de información turística;;Platja d'Aro;Cataluña;Mn. Cinto Verdaguer, 4;;17250;;turisme@platjadaro.com;972 81 71 79;www.platjadaro.com;www.facebook.com/platjaroturisme;www.twitter.com/platjaroturisme;;;;www.youtube.com/ajtplatjadaro
;Baix Empordà;OFICINA DE TURISME DE BEGUR;Oficinas de información turística;;BEGUR;Cataluña;Av. Onze de Setembre, 5;;17255;;turisme@begur.cat;972624520;www.visitbegur.com;TurismeBegur;BegurEsAutentic;;;;
;Baix Empordà;OFICINA DE TURISME DE CALELLA DE PALAFRUGELL;Oficinas de información turística;;CALELLA DE PALAFRUGELL;Cataluña;C. de les Voltes, 4;;17210;;turisme@palafrugell.cat;972 61 44 75;;http://www.facebook.com/browse/admined_pages/?id=1414691124#!/turisme.palafrugell;http://twitter.com/ipeppalafrugell;;;http://www.visitpalafrugell.cat/;http://www.youtube.com/user/turismepalafrugell?feature=guide
;Baix Empordà;OFICINA DE TURISME DE CALONGE;Oficinas de información turística;;CALONGE;Cataluña;Pl. Castell;;17252;;turisme@calonge.cat;972661714;;;;;;;
;Baix Empordà;OFICINA DE TURISME DE LA BISBAL D´EMPORDÀ;Oficinas de información turística;;LA BISBAL D'EMPORDÀ;Cataluña;C. Aigüeta, 17 (Torre Maria);;17100;;turisme@labisbal.cat;972645500;www.visitlabisbal.cat;;;;;;
;Baix Empordà;OFICINA DE TURISME DE PALAFRUGELL;Oficinas de información turística;;PALAFRUGELL;Cataluña;Av. de la Generalitat, 33;;17200;;turisme@palafrugell.cat;972 30 02 28;http://www.visitpalafrugell.cat/;http://www.facebook.com/browse/admined_pages/?id=1414691124#!/turisme.palafrugell;http://twitter.com/ipeppalafrugell;;;;http://www.youtube.com/user/turismepalafrugell?feature=guide
;Baix Empordà;OFICINA DE TURISME DE PALAMÓS;Oficinas de información turística;;PALAMÓS;Cataluña;Passeig del Mar, s/n;;17230;;oficinadeturisme@palamos.cat;972600500;www.visitpalamos.cat;Turisme Palamós;@visitpalamos;;;;visitpalamos
;Baix Empordà;OFICINA DE TURISME DE PALAMÓS (MUSEU DE LA PESCA);Oficinas de información turística;;Palamós;Cataluña;Zona Portuària, S/N. ;;17230;;oficinadeturisme@palamos.cat;972 600 550 ;;;;;;;
;Baix Empordà;OFICINA DE TURISME DE PALS;Oficinas de información turística;;PALS;Cataluña;C/ Hospital, 22;;17256;;info@pals.cat;972636161;;turismepals;@turismepals;;;;
;Baix Empordà;OFICINA DE TURISME DE PALS (ROTONDA);Oficinas de información turística;;PALS;Cataluña;Ctra. de Palafrugell, s/n;;17256;;info@pals.es;972637380;;;;;;;
;Baix Empordà;OFICINA DE TURISME DE PERATALLADA;Oficinas de información turística;;PERATALLADA;Cataluña;Plaça del Castell, 2;;17113;;turisme@forallac.com;872 98 70 30;;;;;;;
;Baix Empordà;OFICINA DE TURISME DE SANT FELIU DE GUÍXOLS;Oficinas de información turística;;SANT FELIU DE GUÍXOLS;Cataluña;Plaça del Monestir, s/n;;17220;;turisme@guixols.cat;972820051;;;;;;;
;Baix Empordà;OFICINA DE TURISME DE ST.ANTONI DE CALONGE;Oficinas de información turística;;SANT ANTONI DE CALONGE;Cataluña;Av. Catalunya, 26;;17252;;turisme@calonge.cat;972661714;www.calonge-santantoni.com;facebook.com/calongesantantoni;twitter.com/calongestantoni;;;;
;Baix Empordà;OFICINA DE TURISME DE TORROELLA DE MONTGRÍ   -    L´ESTARTIT;Oficinas de información turística;;L'ESTARTIT;Cataluña;Passeig Marítim, 47;;17258;;info@visitestartit.com;972751910;www.visitestartit.com;http://www.facebook.com/#!/torroellalestartit.illesmedes;;;;;
;Baix Empordà;OFICINA DE TURISME DE VERGES;Oficinas de información turística;;VERGES;Cataluña;www.verges.cat;;17142;;turisme@verges.cat;972780974;www.verges.cat;http://www.facebook.com/Ajuntament.Verges;https://twitter.com/ajverges;;;www.turismeverges.wordpress.com;
;Baix Empordà;OFICINA DE TURISME DEL TEATRE DE PALAFRUGELL;Oficinas de información turística;;PALAFRUGELL;Cataluña;Sta. Margarida, 1;;17200;;turisme@palafrugell.cat;972 30 02 28;http://www.visitpalafrugell.cat/;http://www.facebook.com/browse/admined_pages/?id=1414691124#!/turisme.palafrugell;http://twitter.com/ipeppalafrugell;;;;http://www.youtube.com/user/turismepalafrugell?feature=guide
;Baix Empordà;PAR3 PITCH&PUTT GUALTA;Empresas de turismo activo;;GUALTA;Cataluña;Ctra. De Torroella de Montgrí a Parlavà, Km. 0,5;;17257;;info@gualta.com;972760338;www.gualta.com;http://www.facebook.com/gualtagualta;http://twitter.com/#!/gualtapar3pitch;;;http://gualtagualta.blogspot.com/;http://www.youtube.com/gualtagualta
;Baix Empordà;PARADOR D´AIGUABLAVA;Hoteles y apartamentos turísticos;;Begur;Cataluña;Platja d'Aiguablava, s/n;;17255;;aiguablava@parador.es;972622162;;;;;;;
;Baix Empordà;PLATJA D´AIGUABLAVA;Playas;;Begur;Cataluña;Ajuntament de Begur;;17255;;XTURRO@BEGUR.CAT;972624020;;;;;;;
;Baix Empordà;PLATJA DE SA RIERA;Playas;;Begur ;Cataluña;Ajuntament de Begur;;17255;;XTURRO@BEGUR.CAT;972624020;;;;;;;
;Baix Empordà;PLATJA DE ST. ANTONI-SERVEI DE PLATGES, AJUNTAMENT DE CALONGE;Playas;;CALONGE;Cataluña;Pl. Concordia,7;;17251;;platges@calonge.cat;972 66 03 75;;;;;;;
;Baix Empordà;PLATJA DEL GRAU;Playas;;Pals;Cataluña;c/Major, 7;;17256;;info@pals.cat;972 63 73 80;;;;;;;
;Baix Empordà;PLATJA DEL RACÓ;Playas;;Begur;Cataluña;www.visitbegur.cat;;17255;;XTURRO@BEGUR.CAT;972624020;;;;;;;
;Baix Empordà;PLATJA ES MONESTRI-SERVEIS DE PLATGES, AJUNTAMENT DE CALONGE;Playas;;CALONGE;Cataluña;Pl. Concordia,7;;17251;;platges@calonge.cat;972 66 03 75;;;;;;;
;Baix Empordà;PLATJA GRAN DE L´ESTARTIT;Playas;;Torroella de Montgrí - L'Estartit;Cataluña;Ajuntament de Torroella de Montgrí - l'Estartit;;17258;;BPEREZ@TORROELLA-ESTARTIT.CAT;972752533;;;;;;;
;Baix Empordà;PLATJA GRAN DE PALS;Playas;;Pals;Cataluña;Plaça Major, 7;;17256;;info@pals.cat;972636161;;;;;;;
;Baix Empordà;PLATJA GRAN-SERVEI DE PLATGES, AJUNTAMENT DE CASTELL-PLATJA D´ARO;Playas;;PLATJA D'ARO;Cataluña;C. Verdaguer, 4;;17250;;femplatja@platjadaro.com;972817284;www.platjadaro.com;;;;;;
;Baix Empordà;PLATJA TORREVALENTINA-SERVEI DE PLATGES, AJUNTAMENT DE CALONGE;Playas;;CALONGE;Cataluña;Pl. Concordia,7;;17251;;platges@calonge.cat;972 66 03 75;;;;;;;
;Baix Empordà;Policia Local de Castell-Platja d'Aro;Seguridad ciudadana;;Castell-Platja d'Aro;Cataluña;Av. S'Agaró, 161;;17250;;secretariapolicia@platjadaro.com;972825777;;;;;;;
;Baix Empordà;RESTAURANT BONAY;Restaurantes y empresas turísticas de Catering;;Peratallada;Cataluña;Plaça de les voltes, 13;;17113;;bonay@bonay.com;972 63 40 34;;;;;;;
;Baix Empordà;RESTAURANT CAN NAU;Restaurantes y empresas turísticas de Catering;;Peratallada;Cataluña;C/. dels Esquiados, 2;;17113;;;972 63 40 35 ;;;;;;;
;Baix Empordà;RESTAURANT ELS TINARS;Restaurantes y empresas turísticas de Catering;;LLAGOSTERA;Cataluña;Ctra. de Sant Feliu, km 7,2;;17240;;tinars@tinars.com;972830626;;;;;;;
;Baix Empordà;RESTAURANT HOTEL AIGUA BLAVA;Restaurantes y empresas turísticas de Catering;;BEGUR;Cataluña;Platja de Fornells, s/n;;17255;;hotelaiguablava@aiguablava.com;972622058;;;;;;;
;Baix Empordà;RESTAURANT LA CORT;Restaurantes y empresas turísticas de Catering;;Peratallada;Cataluña;Plaça de les voltes, 8;;17113;;;972 63 48 68;;;;;;;
;Baix Empordà;RESTAURANT LA GAMBA;Restaurantes y empresas turísticas de Catering;;PALAMÓS;Cataluña;Plaça Sant Pere, 1;;17230;;restaurant@lagambapalamos.com;972314633;;;;;;;
;Baix Empordà;RESTAURANT LA MASIA;Restaurantes y empresas turísticas de Catering;;Sant Clement de Peralta ;Cataluña;Crta. C-66, km 6;;17110;;;972 63 40 58 ;;;;;;;
;Baix Empordà;RESTAURANT LA RIERA;Restaurantes y empresas turísticas de Catering;;Peratallada;Cataluña;Plaça de les voltes, 3;;17113;;;972 634142;;;;;;;
;Baix Empordà;RESTAURANT LA ROCA;Restaurantes y empresas turísticas de Catering;;Pertallada;Cataluña;Carrer de la Roca, 8;;17113;;;972 63 41 72;;;;;;;
;Baix Empordà;RESTAURANT LES PANOLLES;Restaurantes y empresas turísticas de Catering;;Santa Cristina D'Aro;Cataluña;Crta. de Girona  a Sant Feliu, Km 27;;17246;;lespanolles@lespanolles.com;972837011;;;;;;;
;Baix Empordà;S´AGARÓ HOTEL;Hoteles y apartamentos turísticos;;S'Agaró;Cataluña;Platja Sant Pol, s/n;;17248;;info@hotelsagaro.com;972325200;;;;;;;
;Baix Empordà;SB CREACIONS;Guías turísticos;;Palafrugell;Cataluña;Ap. correos 261;;17200;;sandrabisbe@gmail.com;670649999;;;;;;;
;Baix Empordà;SILKEN PARK HOTEL SAN JORGE;Hoteles y apartamentos turísticos;;CALONGE;Cataluña;Ctra. Palamós, s/n;;17251;;;972652311;;;;;;;
;Baix Empordà;SPORT NÀUTIC;Empresas de alquiler de vehículos y embarcaciones;;Vall-llobrega;Cataluña;c/Petit, 6;;17253;;sandra@nauticacostabrava.com;972317189/97231;;;;;;;
;Baix Llobregat;Academia Sánchez-Casal;Empresas de turismo activo;;El Prat de Llobregat;Cataluña;Autovia de Castelldefels C-31 km.191;;08820;;sergi@sanchez-casal.com;934791616;www.sanchez-casal.com;Academia Sánchez-Casal (AS-C);@SanchezCasal;;;;http://www.youtube.com/user/sanchezcasaltv?blend=21&ob=5
;Baix Llobregat;Alberg de Centre Esplai;Albergues;;El Prat de Llobregat;Cataluña;Riu Anoia 42-54;;08820;;icosmen@fundesplai.org;934747474;www.albergueesplaibarcelona.com;;;;;;
;Baix Llobregat;Atrium Viladecans;Palacios de congresos;;Viladecans;Cataluña;Av. Josep Tarradellas, s/n;;08840;;vgomezp@viqual.cat;936594160;www.atriumviladecans.com;;;;;;
;Baix Llobregat;Avant Grup;Empresas de transporte turístico;;Sant Boi de Llobregat;Cataluña;Av. de Marina, 1;;08830;;j.garrido@avantgrup.com;93 6528488;www.avantgrup.com;https://www.facebook.com/Avantgrupbarcelona;@Avantgrup;;;http://www.avantgrup.com/ca/blog-avantgrup-turismo-cruceros-congresos/;http://youtu.be/2APxakVSB5c
;Baix Llobregat;Cafeteria KTA'S Cocteleria;Bares y cafeterías;;El Prat de Llobregat;Cataluña;C. Federico Soler, 25;;08820;;xavi@cocteleventos.com;934782386;;;;;;;
;Baix Llobregat;Calamar;Restaurantes y empresas turísticas de Catering;;El Prat de Llobregat;Cataluña;Passeig de la Platja s/n Prat del Llobregat;;08820;;oficina@chiringuitocalamar.com;607717026;www.chiringuitocalamar.com;;;;;;
;Baix Llobregat;Camping 3 estrellas;Campings;;GAVA;Cataluña;C-31 km 186.200;;08850;;atroyano@camping3estrelas.com;652224366;www.camping3estrellas.com;camping3estrellas.com;;;;;
