
| IDCENTR |                        NOMBRE                         |  IDAREA   | IDZONAB | TIPOC |     DIRECCION     |     LOCALIDAD     |     TELEFONO      | ESDOCE |       CODMU       |        CP         |     D_GESTION     |   C_GESTION_ID    |

| 122856  | VILLARRUBIA DE LOS OJOS                               |      8905 |   21722 |     1 | AVDA. DE LA PAZ,  | VILLARRUBIA DE    | 926898733         | S      |            130966 | 13670             | SERVICIO DE SALUD |                 1 |

| 122880  | VILLARTA DE SAN JUAN                                  |      8907 |   21730 |     1 | CL CERVANTES, Nº  | VILLARTA DE SAN   | 926640292         | S      |            130972 | 13210             | SERVICIO DE SALUD |                 1 |

| 122791  | VISO DEL MARQUÉS                                      |      8906 |   21717 |     2 | PLAZA ORETANIA,   | VISO DEL MARQUÉS  | 926337172         | N      |            130988 | 13770             | SERVICIO DE SALUD |                 1 |

| 122780  | EL ROBLEDO                                            |      8905 |   21715 |     2 | C/ BULLAQUE, Nº   | EL ROBLEDO        | 926785425         | N      |            139014 | 13114             | SERVICIO DE SALUD |                 1 |

| 132246  | RUIDERA                                               |      8962 |   25024 |     2 | CL JOSÉ MARÍA     | RUIDERA           | 926528060         | N      |            139029 | 13249             | SERVICIO DE SALUD |                 1 |

| 122863  | ARENALES DE SAN GREGORIO                              |      8907 |   21725 |     2 | SALON PARROQUIAL, | ARENALES DE SAN   | 926584231         | N      |            139035 | 13619             | SERVICIO DE SALUD |                 1 |

| 122769  | LLANOS DEL CAUDILLO                                   |      8908 |   23086 |     2 | CL VIRGEN, Nº 12  | LLANOS DEL        | 926644116         | N      |            139040 | 13220             | SERVICIO DE SALUD |                 1 |

| 116463  | ADAMUZ                                                |      8508 |   20867 |     2 | PLAZA PUERTA DE   | ADAMUZ            | 957199621         | N      |            140018 | 14430             | SERVICIO ANDALUZ  |                 1 |

| 116466  | ALGALLARÍN (CONSULTORIO AUXILIAR)                     |      8508 |   20867 |     2 | CL FRAY ALBINA,   | ALGALLARÍN        | 957199770         | N      |            140018 | 14439             | SERVICIO ANDALUZ  |                 1 |

| 125891  | AGUILAR                                               |      8507 |   22901 |     1 | C/ LA TERCIA, Nº  | AGUILAR DE LA     | 957699342         | N      |            140023 | 14920             | SERVICIO ANDALUZ  |                 1 |

| 116370  | ALCARACEJOS                                           |      8505 |   20851 |     2 | CL MIGUEL LÓPEZ,  | ALCARACEJOS       | 600165903         | N      |            140039 | 14480             | SERVICIO ANDALUZ  |                 1 |

| 116428  | ALMEDINILLA                                           |      8507 |   20860 |     2 | PASEO DE LAS      | ALMEDINILLA       | 957559645         | N      |            140044 | 14812             | SERVICIO ANDALUZ  |                 1 |

| 116470  | ALMODÓVAR DEL RÍO                                     |      8508 |   20869 |     2 | C/ PINTOR         | ALMODÓVAR DEL RÍO | 957719576         | N      |            140057 | 14720             | SERVICIO ANDALUZ  |                 1 |

| 116473  | LOS MOCHOS                                            |      8508 |   20869 |     2 | BD LOS MOCHOS, Nº | LOS MOCHOS        | 957719800         | N      |            140057 | 14729             | SERVICIO ANDALUZ  |                 1 |

| 116371  | AÑORA                                                 |      8505 |   20851 |     2 | CL AMARGURA, S/N  | AÑORA             | 600165906         | N      |            140060 | 14450             | SERVICIO ANDALUZ  |                 1 |

| 116408  | BAENA "DR. IGNACIO OSUNA GÓMEZ"                       |      8507 |   20854 |     1 | AVDA. SALVADOR    | BAENA             | 957699529         | N      |            140076 | 14850             | SERVICIO ANDALUZ  |                 1 |

| 116409  | ALBENDÍN                                              |      8507 |   20854 |     2 | C/ ANDALUCÍA, S/N | ALBENDÍN          | 957694268         | N      |            140076 | 14859             | SERVICIO ANDALUZ  |                 1 |

| 116240  | BELALCÁZAR                                            |      8505 |   20849 |     2 | CL DE FRAY MIGUEL | BELALCÁZAR        | 957149903         | N      |            140082 | 14280             | SERVICIO ANDALUZ  |                 1 |

| 116242  | BELMEZ                                                |      8505 |   20850 |     2 | AVDA. LA          | BELMEZ            | 957579500         | N      |            140095 | 14240             | SERVICIO ANDALUZ  |                 1 |

| 116254  | DOÑA RAMA (CONSULTORIO AUXILIAR)                      |      8505 |   20850 |     2 | CL REAL, Nº 5     | DOÑA RAMA         | 600165920         | N      |            140095 | 14248             | SERVICIO ANDALUZ  |                 1 |

| 116256  | EL HOYO (CONSULTORIO AUXILIAR)                        |      8505 |   20850 |     2 | CL CORDOBA, Nº 19 | EL HOYO           | 600165946         | N      |            140095 | 14209             | SERVICIO ANDALUZ  |                 1 |

| 116412  | BENAMEJÍ "FRANCISCO NIETO LUCENA"                     |      8507 |   20855 |     1 | C/ PROLONGACION   | BENAMEJÍ          | 957596728         | N      |            140109 | 14910             | SERVICIO ANDALUZ  |                 1 |

| 116247  | LOS BLÁZQUEZ                                          |      8505 |   20850 |     2 | CL CARRETERA, Nº  | LOS BLÁZQUEZ      | 600165944         | N      |            140116 | 14208             | SERVICIO ANDALUZ  |                 1 |

| 116443  | BUJALANCE "D. ANTONIO FERNANDEZ DE MOLINA Y CAÑAS"    |      8508 |   20863 |     1 | CL TRASCASTILLO,  | BUJALANCE         | 957199598         | S      |            140121 | 14650             | SERVICIO ANDALUZ  |                 1 |

| 116415  | CABRA "MATRONA ANTONIA MESA FERNÁNDEZ"                |      8507 |   20856 |     1 | AVDA. GONZALEZ    | CABRA             | 957506352         | S      |            140137 | 14940             | SERVICIO ANDALUZ  |                 1 |

| 116444  | CAÑETE DE LAS TORRES                                  |      8508 |   20863 |     2 | PG LOS RUEDOS,    | CAÑETE DE LAS     | 957199644         | N      |            140142 | 14660             | SERVICIO ANDALUZ  |                 1 |

| 116429  | CARCABUEY                                             |      8507 |   20860 |     2 | C/ DEL PILAREJO,  | CARCABUEY         | 957559641         | N      |            140155 | 14810             | SERVICIO ANDALUZ  |                 1 |

| 116382  | AZUEL                                                 |      8505 |   20852 |     2 | CL ALEGRIA, Nº 8  | AZUEL             | 600165915         | N      |            140168 | 14447             | SERVICIO ANDALUZ  |                 1 |

| 116383  | CARDEÑA                                               |      8505 |   20852 |     2 | C/ IGLESIA, Nº 7  | CARDEÑA           | 600165918         | N      |            140168 | 14445             | SERVICIO ANDALUZ  |                 1 |

| 116385  | VENTA DEL CHARCO (CONSULTORIO AUXILIAR)               |      8505 |   20852 |     2 | CL REAL BAJA, S/N | VENTA DEL CHARCO  | 600165960         | N      |            140168 | 14446             | SERVICIO ANDALUZ  |                 1 |

| 116454  | LA CARLOTA                                            |      8508 |   20865 |     1 | AVDA. LA PAZ, S/N | LA CARLOTA        | 957307579         | S      |            140174 | 14100             | SERVICIO ANDALUZ  |                 1 |

| 116455  | EL ARRECIFE                                           |      8508 |   20865 |     2 | C/ DE LA PLATA    | EL ARRECIFE       | 957307510         | N      |            140174 | 14191             | SERVICIO ANDALUZ  |                 1 |

| 116445  | EL CARPIO                                             |      8508 |   20863 |     2 | AVDA. ECCE-HOMO,  | EL CARPIO         | 957199655         | N      |            140180 | 14620             | SERVICIO ANDALUZ  |                 1 |

| 116448  | MARUANAS (CONSULTORIO AUXILIAR)                       |      8508 |   20863 |     2 | PLAZA MAYOR, S/N  | MARUANAS          | 957199655         | N      |            140180 | 14620             | SERVICIO ANDALUZ  |                 1 |

| 116418  | CASTRO DEL RÍO                                        |      8507 |   20859 |     1 | C/ MARIANO        | CASTRO DEL RÍO    | 957379676         | S      |            140193 | 14840             | SERVICIO ANDALUZ  |                 1 |

| 131998  | LLANO DEL ESPINAR (CONSULTORIO AUXILIAR)              |      8507 |   20859 |     2 | CL LOS OLIVOS,    | LLANO DEL ESPINAR | 957379676         | N      |            140193 | 14858             | SERVICIO ANDALUZ  |                 1 |

| 116384  | CONQUISTA                                             |      8505 |   20852 |     2 | CL MAYOR, Nº 45   | CONQUISTA         | 600165922         | N      |            140207 | 14448             | SERVICIO ANDALUZ  |                 1 |

| 116386  | CENTRO DE CÓRDOBA                                     |      8506 |   20853 |     1 | PLAZA COLON, Nº   | CÓRDOBA           | 957355790         | N      |            140214 | 14001             | SERVICIO ANDALUZ  |                 1 |

| 116387  | FUENSANTA                                             |      8506 |   20853 |     1 | C/ NUÑEZ DE       | CÓRDOBA           | 957355257         | S      |            140214 | 14010             | SERVICIO ANDALUZ  |                 1 |

| 116388  | HUERTA DE LA REINA                                    |      8506 |   20853 |     1 | AV DEL GRAN       | CÓRDOBA           | 957355830         | S      |            140214 | 14006             | SERVICIO ANDALUZ  |                 1 |

| 116389  | LA MARINA - FIGUEROA (CONSULTORIO AUXILIAR)           |      8506 |   20853 |     2 | PLAZA MARINA      | CÓRDOBA           | 957355870         | N      |            140214 | 14011             | SERVICIO ANDALUZ  |                 1 |

| 116390  | LEVANTE SUR                                           |      8506 |   20853 |     1 | C/ SAGUNTO -      | CÓRDOBA           | 957352001         | S      |            140214 | 14007             | SERVICIO ANDALUZ  |                 1 |

| 116391  | LEVANTE NORTE DE CÓRDOBA                              |      8506 |   20853 |     1 | AVDA. CARLOS III, | CÓRDOBA           | 957355700         | S      |            140214 | 14014             | SERVICIO ANDALUZ  |                 1 |

| 116392  | LUCANO                                                |      8506 |   20853 |     1 | C/ LUCANO         | CÓRDOBA           | 957352190         | S      |            140214 | 14003             | SERVICIO ANDALUZ  |                 1 |

| 116393  | OCCIDENTE "AZAHARA"                                   |      8506 |   20853 |     1 | C/ DEL CAMPO, S/N | CÓRDOBA           | 957355609         | S      |            140214 | 14005             | SERVICIO ANDALUZ  |                 1 |

| 116394  | GUADALQUIVIR                                          |      8506 |   20853 |     1 | CL LIBERTADOR     | CÓRDOBA           | 957352120         | S      |            140214 | 14013             | SERVICIO ANDALUZ  |                 1 |

| 116395  | PONIENTE                                              |      8506 |   20853 |     1 | C/ RAFAEL MARQUEZ | CÓRDOBA           | 957355053         | S      |            140214 | 14005             | SERVICIO ANDALUZ  |                 1 |

| 116397  | SANTA ROSA                                            |      8506 |   20853 |     1 | AV. CRUZ DE       | CÓRDOBA           | 957352060         | S      |            140214 | 14006             | SERVICIO ANDALUZ  |                 1 |

| 116398  | SECTOR SUR - SANTA VICTORIA                           |      8506 |   20853 |     1 | AV DE CÁDIZ, S/N  | CÓRDOBA           | 957012731         | S      |            140214 | 14013             | SERVICIO ANDALUZ  |                 1 |

| 116399  | ALCOLEA                                               |      8506 |   20853 |     2 | C/ HAZA DEL       | ALCOLEA           | 957355225         | N      |            140214 | 14610             | SERVICIO ANDALUZ  |                 1 |

| 116400  | BARRIADA DE LOS ÁNGELES                               |      8506 |   20853 |     2 | C/ HERRERIA, S/N  | CÓRDOBA           | 957355780         | N      |            140214 | 14015             | SERVICIO ANDALUZ  |                 1 |

| 116401  | BARRIADA EL NARANJO                                   |      8506 |   20853 |     2 | C/ PARROCO        | CÓRDOBA           | 957354031         | N      |            140214 | 14012             | SERVICIO ANDALUZ  |                 1 |

| 116402  | CERRO MURIANO                                         |      8506 |   20853 |     2 | CL PROFESORA      | CERRO MURIANO     | 957354007         | N      |            140214 | 14350             | SERVICIO ANDALUZ  |                 1 |

| 116403  | EL HIGUERÓN                                           |      8506 |   20853 |     2 | AVDA. PRINCIPAL   | EL HIGUERÓN       | 957355219         | N      |            140214 | 14193             | SERVICIO ANDALUZ  |                 1 |

| 116404  | ENCINAREJO                                            |      8506 |   20853 |     2 | PLAZA DE LA       | ENCINAREJO DE     | 957354027         | N      |            140214 | 14711             | SERVICIO ANDALUZ  |                 1 |

| 116405  | SANTA CRUZ                                            |      8506 |   20853 |     2 | PLAZA ANDALUCÍA,  | CÓRDOBA           | 957379708         | N      |            140214 | 14009             | SERVICIO ANDALUZ  |                 1 |

| 116406  | VILLARRUBIA                                           |      8506 |   20853 |     2 | PLAZA DE LOS      | VILLARRUBIA       | 957355642         | N      |            140214 | 14710             | SERVICIO ANDALUZ  |                 1 |

| 116407  | SANTA Mª DE TRASSIERRA                                |      8506 |   20853 |     2 | CL SANTA Mª DE    | SANTA Mª DE       | 957379780         | N      |            140214 | 14011             | SERVICIO ANDALUZ  |                 1 |

| 132006  | AEROPUERTO                                            |      8506 |   20853 |     1 | AVDA. DEL         | CÓRDOBA           | 957353140         | S      |            140214 | 14004             | SERVICIO ANDALUZ  |                 1 |

| 132007  | CARLOS CASTILLA DEL PINO                              |      8506 |   20853 |     1 | C/ ISLA           | CÓRDOBA           | 957354400         | S      |            140214 | 14011             | SERVICIO ANDALUZ  |                 1 |

| 116416  | DOÑA MENCÍA                                           |      8507 |   20856 |     2 | C/ LOPE DE VEGA,  | DOÑA MENCÍA       | 957699872         | N      |            140229 | 14860             | SERVICIO ANDALUZ  |                 1 |

| 116372  | DOS TORRES                                            |      8505 |   20851 |     2 | CL PÓSITO, Nº 8   | DOS TORRES        | 957139914         | N      |            140235 | 14460             | SERVICIO ANDALUZ  |                 1 |

| 116413  | ENCINAS REALES                                        |      8507 |   20855 |     2 | PLAZA POSITO, Nº  | ENCINAS REALES    | 957596931         | N      |            140240 | 14913             | SERVICIO ANDALUZ  |                 1 |

| 116419  | ESPEJO                                                |      8507 |   20859 |     2 | C/ MONTILLA, S/N  | ESPEJO            | 957379550         | N      |            140253 | 14830             | SERVICIO ANDALUZ  |                 1 |

| 116243  | ESPIEL                                                |      8505 |   20850 |     2 | PLAZA LIBERTAD,   | ESPIEL            | 957365900         | N      |            140266 | 14220             | SERVICIO ANDALUZ  |                 1 |

| 125892  | FERNAN NUÑEZ "DOÑA JOSEFINA CARMONA"                  |      8507 |   22902 |     1 | C/ DOCTOR EMILIO  | FERNÁN NÚÑEZ      | 957379556         | N      |            140272 | 14520             | SERVICIO ANDALUZ  |                 1 |

| 116374  | FUENTE LA LANCHA                                      |      8505 |   20851 |     2 | TSÍA. DE          | FUENTE LA LANCHA  | 957139912         | N      |            140288 | 14260             | SERVICIO ANDALUZ  |                 1 |

| 116244  | FUENTE OBEJUNA                                        |      8505 |   20850 |     2 | C/ CORDOBA, S/N   | FUENTE OBEJUNA    | 957585277         | N      |            140291 | 14290             | SERVICIO ANDALUZ  |                 1 |

| 116245  | LA CORONADA                                           |      8505 |   20850 |     2 | CL NUEVA, S/N     | LA CORONADA       | 600165941         | N      |            140291 | 14298             | SERVICIO ANDALUZ  |                 1 |

| 116248  | OJUELOS ALTOS                                         |      8505 |   20850 |     2 | CL BARRERA, S/N   | OJUELOS ALTOS     | 600165991         | N      |            140291 | 14299             | SERVICIO ANDALUZ  |                 1 |

| 116249  | POSADILLA                                             |      8505 |   20850 |     2 | AV ANDALUCÍA, S/N | POSADILLA         | 600165708         | N      |            140291 | 14248             | SERVICIO ANDALUZ  |                 1 |

| 116251  | ARGALLÓN (CONSULTORIO AUXILIAR)                       |      8505 |   20850 |     2 | CR                | ARGALLÓN          | 600165905         | N      |            140291 | 14298             | SERVICIO ANDALUZ  |                 1 |

| 116252  | CAÑADA DEL GAMO (CONSULTORIO AUXILIAR)                |      8505 |   20850 |     2 | CL LA LUNA, S/N   | CAÑADA DEL GAMO   | 600165914         | N      |            140291 | 14299             | SERVICIO ANDALUZ  |                 1 |

| 116253  | CUENCA (CONSULTORIO AUXILIAR)                         |      8505 |   20850 |     2 | CL CASTELAR, S/N  | CUENCA            | 600165921         | N      |            140291 | 14297             | SERVICIO ANDALUZ  |                 1 |

| 116255  | EL ALCORNOCAL (CONSULTORIO AUXILIAR)                  |      8505 |   20850 |     2 | CL CASTELAR, Nº 3 | EL ALCORNOCAL     | 600165925         | N      |            140291 | 14249             | SERVICIO ANDALUZ  |                 1 |

| 116258  | EL PORVENIR DE LA INDUSTRIA (CONSULTORIO AUXILIAR)    |      8505 |   20850 |     2 | PLAZA DE LA       | PORVENIR DE LA    | 600165926         | N      |            140291 | 14209             | SERVICIO ANDALUZ  |                 1 |

| 116362  | LA CARDENCHOSA (CONSULTORIO AUXILIAR)                 |      8505 |   20850 |     2 | CL ENCARNA MUÑOZ, | LA CARDENCHOSA    | 600165927         | N      |            140291 | 14299             | SERVICIO ANDALUZ  |                 1 |

| 116363  | LOS MORENOS (CONSULTORIO AUXILIAR)                    |      8505 |   20850 |     2 | CL SAN JOSÉ, S/N  | LOS MORENOS       | 600165989         | N      |            140291 | 14299             | SERVICIO ANDALUZ  |                 1 |

| 116364  | LOS PÁNCHEZ (CONSULTORIO AUXILIAR)                    |      8505 |   20850 |     2 | CL LLANA, S/N     | LOS PÁNCHEZ       | 600165988         | N      |            140291 | 14249             | SERVICIO ANDALUZ  |                 1 |

| 116365  | NAVALCUERVO (CONSULTORIO AUXILIAR)                    |      8505 |   20850 |     2 | CL ESCUELAS, S/N  | NAVALCUERVO       | 600165990         | N      |            140291 | 14249             | SERVICIO ANDALUZ  |                 1 |

| 116366  | OJUELOS BAJOS (CONSULTORIO AUXILIAR)                  |      8505 |   20850 |     2 | CL REAL, S/N      | OJUELOS BAJOS     | 600165993         | N      |            140291 | 14299             | SERVICIO ANDALUZ  |                 1 |

| 116367  | PICONCILLO (CONSULTORIO AUXILIAR)                     |      8505 |   20850 |     2 | CL SOL, Nº 8      | PICONCILLO        | 600165999         | N      |            140291 | 14298             | SERVICIO ANDALUZ  |                 1 |

| 116449  | FUENTE PALMERA                                        |      8508 |   20864 |     1 | C/ SEGOVIA Y      | FUENTE PALMERA    | 957719791         | S      |            140305 | 14120             | SERVICIO ANDALUZ  |                 1 |

| 116450  | CAÑADA DEL RABADÁN                                    |      8508 |   20864 |     2 | AVDA. ANDALUCÍA,  | CAÑADA DEL        | 957719779         | N      |            140305 | 14113             | SERVICIO ANDALUZ  |                 1 |

| 116451  | FUENTE CARRETERO                                      |      8508 |   20864 |     2 | CL SARGENTO       | FUENTE CARRETERO  | 957719508         | N      |            140305 | 14110             | SERVICIO ANDALUZ  |                 1 |

| 116452  | OCHAVILLO DEL RIO                                     |      8508 |   20864 |     2 | C/ FUENTE         | OCHAVILLO DEL RIO | 957719951         | N      |            140305 | 14129             | SERVICIO ANDALUZ  |                 1 |

| 116453  | EL VILLAR  (CONSULTORIO AUXILIAR)                     |      8508 |   20864 |     2 | CL REAL, Nº 2     | FUENTE PALMERA    | 957719776         | N      |            140305 | 14120             | SERVICIO ANDALUZ  |                 1 |

| 116430  | FUENTE - TÓJAR                                        |      8507 |   20860 |     2 | CL ANCHA, Nº 8    | FUENTE - TÓJAR    | 957705199         | N      |            140312 | 14815             | SERVICIO ANDALUZ  |                 1 |

| 116432  | EL CAÑUELO (CONSULTORIO AUXILIAR)                     |      8507 |   20860 |     2 | BD. ANTONIO       | EL CAÑUELO        | 957556049         | N      |            140312 | 14815             | SERVICIO ANDALUZ  |                 1 |

| 116246  | LA GRANJUELA                                          |      8505 |   20850 |     2 | CL GRAN CAPITÁN,  | LA GRANJUELA      | 600165942         | N      |            140327 | 14207             | SERVICIO ANDALUZ  |                 1 |

| 116471  | GUADALCÁZAR                                           |      8508 |   20869 |     2 | PLAZA PALACIO     | GUADALCÁZAR       | 957734921         | N      |            140333 | 14130             | SERVICIO ANDALUZ  |                 1 |

| 116375  | GUIJO                                                 |      8505 |   20851 |     2 | CL REAL, Nº 35    | EL GUIJO          | 600166984         | N      |            140348 | 14413             | SERVICIO ANDALUZ  |                 1 |

| 116239  | HINOJOSA DEL DUQUE                                    |      8505 |   20849 |     1 | C/ DUQUE DE       | HINOJOSA DEL      | 957149617         | S      |            140351 | 14270             | SERVICIO ANDALUZ  |                 1 |

| 116472  | HORNACHUELOS                                          |      8508 |   20869 |     2 | CTRA SAN CALIXTO, | HORNACHUELOS      | 957579554         | N      |            140364 | 14740             | SERVICIO ANDALUZ  |                 1 |

| 125894  | IZNÁJAR                                               |      8507 |   22903 |     1 | C/ JULIO BURELL,  | IZNÁJAR           | 957506957         | N      |            140370 | 14970             | SERVICIO ANDALUZ  |                 1 |

| 125895  | EL HIGUERAL (CONSULTORIO AUXILIAR)                    |      8507 |   22903 |     2 | C/ EL HIGUERAL,   | EL HIGUERAL       | 957592056         | N      |            140370 | 14979             | SERVICIO ANDALUZ  |                 1 |

| 116420  | LUCENA                                                |      8507 |   20857 |     1 | CL PASEO DE       | LUCENA            | 957596417         | S      |            140386 | 14900             | SERVICIO ANDALUZ  |                 1 |

| 116421  | LUCENA II                                             |      8507 |   20857 |     1 | AVDA. SANTA       | LUCENA            | 957596302         | S      |            140386 | 14900             | SERVICIO ANDALUZ  |                 1 |

| 116422  | JAUJA                                                 |      8507 |   20857 |     2 | C/ RONDA, S/N     | JAUJA             | 957506937         | N      |            140386 | 14911             | SERVICIO ANDALUZ  |                 1 |

| 116425  | NAVAS DEL SELPILLAR (CONSULTORIO AUXILIAR)            |      8507 |   20857 |     2 | C/ ESCUELAS       | NAVAS DEL         | 957596200         | N      |            140386 | 14511             | SERVICIO ANDALUZ  |                 1 |

| 116410  | LUQUE                                                 |      8507 |   20854 |     2 | PLAZA ESPAÑA, S/N | LUQUE             | 957667175         | N      |            140399 | 14880             | SERVICIO ANDALUZ  |                 1 |

| 125899  | MONTALBAN DE CÓRDOBA "DOÑA NATIVIDAD CABRERA SILLERO" |      8507 |   22904 |     2 | C/ EMPEDRADA, S/N | MONTALBÁN DE      | 957311033         | N      |            140403 | 14548             | SERVICIO ANDALUZ  |                 1 |

| 125893  | MONTEMAYOR                                            |      8507 |   22902 |     2 | C/JULIO CESAR, Nº | MONTEMAYOR        | 957379624         | N      |            140410 | 14530             | SERVICIO ANDALUZ  |                 1 |

| 116426  | MONTILLA                                              |      8507 |   20858 |     1 | AVDA. ANDALUCÍA,  | MONTILLA          | 957699792         | N      |            140425 | 14550             | SERVICIO ANDALUZ  |                 1 |

| 116462  | MONTORO                                               |      8508 |   20867 |     1 | AVDA. PLANO DE LA | MONTORO           | 957199738         | S      |            140431 | 14600             | SERVICIO ANDALUZ  |                 1 |

| 116423  | MONTURQUE                                             |      8507 |   20857 |     2 | C/ CÓRDOBA, Nº 17 | MONTURQUE         | 957506974         | N      |            140446 | 14930             | SERVICIO ANDALUZ  |                 1 |

| 116424  | MORILES                                               |      8507 |   20857 |     2 | C/ SEVILLA, S/N   | MORILES           | 957536158         | N      |            140459 | 14510             | SERVICIO ANDALUZ  |                 1 |

| 116417  | NUEVA CARTEYA                                         |      8507 |   20856 |     2 | C/ ALCALDE JUAN   | NUEVA CARTEYA     | 957699891         | N      |            140462 | 14857             | SERVICIO ANDALUZ  |                 1 |

| 116459  | OBEJO                                                 |      8508 |   20866 |     2 | C/ EUGENIO        | OBEJO             | 957365505         | N      |            140478 | 14310             | SERVICIO ANDALUZ  |                 1 |

| 116414  | PALENCIANA                                            |      8507 |   20855 |     2 | C/ SAN ISIDRO, Nº | PALENCIANA        | 957535326         | N      |            140484 | 14914             | SERVICIO ANDALUZ  |                 1 |

| 116467  | PALMA DEL RIO "DR. TRUJILLO DEL RIO"                  |      8508 |   20868 |     1 | C/ RODRIGUEZ DE   | PALMA DEL RÍO     | 957719631         | S      |            140497 | 14700             | SERVICIO ANDALUZ  |                 1 |

| 116464  | PEDRO ABAD                                            |      8508 |   20867 |     2 | C/ DR. EDUARDO    | PEDRO ABAD        | 957199625         | N      |            140500 | 14630             | SERVICIO ANDALUZ  |                 1 |

| 116376  | PEDROCHE                                              |      8505 |   20851 |     2 | CL SAN FERNANDO,  | PEDROCHE          | 600165994         | N      |            140517 | 14412             | SERVICIO ANDALUZ  |                 1 |

| 116241  | PEÑARROYA                                             |      8505 |   20850 |     1 | AVDA. JOSE SIMON  | PEÑARROYA -       | 957024900         | S      |            140522 | 14200             | SERVICIO ANDALUZ  |                 1 |

| 116469  | POSADAS'D. RAFAEL FLOREZ CRESPO'                      |      8508 |   20869 |     1 | C/ GAITAN, Nº 1   | POSADAS           | 957719517         | S      |            140538 | 14730             | SERVICIO ANDALUZ  |                 1 |

| 116369  | POZOBLANCO                                            |      8505 |   20851 |     1 | CL FELIPE II, ESQ | POZOBLANCO        | 957026200         | S      |            140543 | 14400             | SERVICIO ANDALUZ  |                 1 |

| 116427  | PRIEGO DE CÓRDOBA                                     |      8507 |   20860 |     1 | C/ DR. BALBINO    | PRIEGO DE CÓRDOBA | 957559517         | S      |            140556 | 14800             | SERVICIO ANDALUZ  |                 1 |

| 116431  | CASTIL DE CAMPO (CONSULTORIO AUXILIAR)                |      8507 |   20860 |     2 | Cl LA FUENTE, S/N | CASTIL DE CAMPOS  | 957559564         | N      |            140556 | 14815             | SERVICIO ANDALUZ  |                 1 |

| 116433  | EL ESPARRAGAL (CONSULTORIO AUXILIAR)                  |      8507 |   20860 |     2 | CL NUEVA, S/N     | EL ESPARRAGAL     | 957703747         | N      |            140556 | 14816             | SERVICIO ANDALUZ  |                 1 |

| 116434  | LA CONCEPCIÓN (CONSULTORIO AUXILIAR)                  |      8507 |   20860 |     2 | LG LA CONCEPCIÓN, | LA CONCEPCIÓN     | 957541172         | N      |            140556 | 14816             | SERVICIO ANDALUZ  |                 1 |

| 116435  | LAS LAGUNILLAS (CONSULTORIO AUXILIAR)                 |      8507 |   20860 |     2 | AV PRIEGO         | LAS LAGUNILLAS    | 957703955         | N      |            140556 | 14817             | SERVICIO ANDALUZ  |                 1 |

| 116436  | ZAGRILLA (CONSULTORIO AUXILIAR)                       |      8507 |   20860 |     2 | CR PRIEGO, S/N    | ZAGRILLA BAJA     | 957703757         | N      |            140556 | 14816             | SERVICIO ANDALUZ  |                 1 |

| 116437  | ZAMORANOS (CONSULTORIO AUXILIAR)                      |      8507 |   20860 |     2 | CL EL MÉDICO, S/N | ZAMORANOS         | 957556021         | N      |            140556 | 14814             | SERVICIO ANDALUZ  |                 1 |

| 116438  | PUENTE GENIL JOSÉ GALLEGO ARROBA                      |      8507 |   20861 |     1 | C/ DR. FLEMING,   | PUENTE GENIL      | 957606112         | N      |            140569 | 14500             | SERVICIO ANDALUZ  |                 1 |

| 116439  | PUENTE GENIL II                                       |      8507 |   20861 |     1 | C/ MIGUEL         | PUENTE GENIL      | 957615147         | N      |            140569 | 14500             | SERVICIO ANDALUZ  |                 1 |

| 125896  | LA RAMBLA MÉDICO ANTONIO CANO CALATRAVA               |      8507 |   22904 |     1 | C/ BARRIOS, Nº 19 | LA RAMBLA         | 957699655         | N      |            140575 | 14540             | SERVICIO ANDALUZ  |                 1 |

| 116440  | RUTE                                                  |      8507 |   20862 |     1 | C/ ANDALUCÍA, Nº  | RUTE              | 957506928         | S      |            140581 | 14960             | SERVICIO ANDALUZ  |                 1 |

| 116441  | ZAMBRA                                                |      8507 |   20862 |     2 | C/ PORTUGALEJO,   | ZAMBRA            | 957506928         | N      |            140581 | 14950             | SERVICIO ANDALUZ  |                 1 |

| 116442  | LOS LLANOS DE DON JUAN (CONSULTORIO AUXILIAR)         |      8507 |   20862 |     2 | CL JOSE ANTONIO   | LLANOS DE DON     | 957506928         | N      |            140581 | 14950             | SERVICIO ANDALUZ  |                 1 |

| 116457  | SAN SEBASTIÁN DE LOS BALLESTEROS                      |      8508 |   20865 |     2 | C/ NUEVAS         | SAN SEBASTIÁN DE  | 957307551         | N      |            140594 | 14150             | SERVICIO ANDALUZ  |                 1 |

| 125897  | LA GUIJARROSA                                         |      8507 |   22904 |     2 | C/ MOLINO BLANCO, | LA GUIJARROSA     | 957315263         | N      |            140608 | 14547             | SERVICIO ANDALUZ  |                 1 |

| 125898  | LA MONTIELA                                           |      8507 |   22904 |     2 | SAN ISIDRO, Nº 2  | LA MONTIELA       | 957307623         | N      |            140608 | 14549             | SERVICIO ANDALUZ  |                 1 |

| 125900  | SANTAELLA                                             |      8507 |   22904 |     2 | CL ARENAL, Nº 7   | SANTAELLA         | 957307501         | N      |            140608 | 14546             | SERVICIO ANDALUZ  |                 1 |

